Year,State,Average Median Age by County,Average Household Income by County,Average Per Capita Income by County
2018,Minnesota,41.85862068965517,59563.942528735635,30827.471264367818
2018,Mississippi,38.43048780487805,38334.45121951219,20906.963414634145
2018,Missouri,41.3817391304348,46124.93043478261,23987.2
2018,Montana,44.59821428571427,49172.32142857143,28069.071428571428
2018,Nebraska,43.3956989247312,53038.52688172043,28545.913978494624
2018,Nevada,43.464705882352945,59864.82352941176,29034.176470588234
2018,New Hampshire,44.31,67438.2,35540.2
2018,New Jersey,41.07142857142857,79847.71428571429,40226.0
2018,New Mexico,41.530303030303024,42355.8125,23747.6875
2018,New York,41.4967741935484,60464.596774193546,31265.774193548386
2018,North Carolina,42.484999999999985,46391.68,25416.22
2018,North Dakota,42.99811320754718,61290.018867924526,34672.0
2018,Ohio,40.91363636363637,53750.60227272727,27505.06818181818
2018,Oklahoma,39.306493506493496,47482.545454545456,24470.79220779221
2018,Oregon,43.84444444444445,51121.88888888889,27690.11111111111
2018,Pennsylvania,43.13731343283582,55204.20895522388,28892.432835820895
2018,Puerto Rico,40.8474358974359,18923.628205128207,10632.48717948718
2018,Rhode Island,42.96,71914.4,39690.8
2018,South Carolina,41.160869565217396,43901.13043478261,24047.347826086956
2018,South Dakota,40.5030303030303,52473.106060606064,28077.515151515152
2018,Tennessee,41.9978947368421,44977.2,24283.242105263158
2018,Texas,39.10275590551185,51465.12204724409,25497.251968503937
2018,Utah,34.40689655172414,60981.862068965514,25467.793103448275
2018,Vermont,44.814285714285724,57767.5,31966.0
2018,Virginia,41.954887218045116,58501.29323308271,30125.812030075187
2018,Washington,41.941025641025625,56904.38461538462,29278.846153846152
2018,West Virginia,44.029090909090904,42918.65454545455,23670.254545454547
2018,Wisconsin,43.42222222222221,56147.48611111111,29772.25
2018,Wyoming,40.09565217391304,59880.86956521739,31455.08695652174
2019,Alabama,40.80149253731343,43574.850746268654,24049.149253731342
2019,Alaska,37.279310344827586,67789.3448275862,33072.89655172414
2019,Arizona,40.62666666666667,48989.933333333334,24500.266666666666
2019,Arkansas,41.610666666666674,42236.706666666665,23285.04
2019,California,39.88965517241378,67713.60344827586,33798.620689655174
2019,Colorado,42.471875000000004,58794.796875,31972.546875
2019,Connecticut,41.825,79201.375,42480.5
2019,Delaware,41.9,65988.0,33956.0
2019,District of Columbia,34.0,86420.0,56147.0
2019,Florida,43.76119402985075,51290.22388059701,27563.283582089553
2019,Georgia,39.922012578616346,47229.6855345912,24484.43396226415
2019,Hawaii,44.36,76428.6,36972.0
2019,Idaho,40.28636363636363,50921.704545454544,25463.477272727272
2019,Illinois,41.899999999999984,56656.294117647056,29364.098039215685
2019,Indiana,40.346739130434756,55866.59782608696,28021.25
2019,Iowa,41.900000000000006,57259.606060606064,30429.030303030304
2019,Kansas,41.39047619047618,52864.68571428571,27615.295238095237
2019,Kentucky,40.97333333333334,44882.21666666667,24117.466666666667
2019,Louisiana,38.053125000000016,44874.015625,24386.296875
2019,Maine,46.462500000000006,53568.75,30126.5625
2019,Maryland,41.06666666666667,77541.625,38085.416666666664
2019,Massachusetts,41.92857142857143,77745.57142857143,42183.07142857143
2019,Michigan,44.78072289156627,51808.34939759036,28080.843373493975
2019,Minnesota,41.88045977011494,61656.48275862069,31850.701149425287
2019,Mississippi,38.74878048780488,39613.07317073171,21758.451219512193
2019,Missouri,41.50260869565219,48096.11304347826,24973.565217391304
2019,Montana,44.783928571428575,50983.94642857143,28931.928571428572
2019,Nebraska,43.21612903225807,54695.021505376346,29498.56989247312
2019,Nevada,43.95882352941175,60119.64705882353,30188.70588235294
2019,New Hampshire,44.54,69308.2,36819.6
2019,New Jersey,41.23333333333334,82887.14285714286,42013.76190476191
2019,New Mexico,41.73939393939393,43722.969696969696,24620.21212121212
2019,New York,41.63225806451614,62484.6129032258,32578.41935483871
2019,North Carolina,42.72099999999998,48419.49,26640.94
2019,North Dakota,42.84716981132075,62475.3962264151,34891.84905660377
2019,Ohio,41.03068181818181,55800.23863636364,28652.204545454544
2019,Oklahoma,39.4051948051948,48710.72727272727,25253.376623376622
2019,Oregon,43.94444444444444,53953.11111111111,28958.13888888889
2019,Pennsylvania,43.34477611940298,57056.08955223881,30052.68656716418
2019,Puerto Rico,41.65641025641025,19300.02564102564,11067.884615384615
2019,Rhode Island,43.08,76114.4,41684.0
2019,South Carolina,41.43260869565218,45608.32608695652,25193.478260869564
2019,South Dakota,40.42727272727273,54278.545454545456,28913.60606060606
2019,Tennessee,42.1242105263158,47167.0,25324.894736842107
2019,Texas,39.2354330708661,52847.5905511811,26280.503937007874
2019,Utah,34.57586206896551,63059.58620689655,26673.827586206895
2019,Vermont,44.99285714285715,59759.78571428572,33184.5
2019,Virginia,42.13609022556389,60756.73684210526,31250.18045112782
2019,Washington,42.146153846153844,59393.46153846154,30986.25641025641
2019,West Virginia,44.365454545454526,44892.236363636366,24691.836363636365
2019,Wisconsin,43.65694444444444,58305.86111111111,31034.36111111111
2019,Wyoming,40.443478260869554,61828.65217391304,32161.782608695652
