YEAR,AMI,RACE,TENURE,AGE,TOTAL,BURDEN30,BURDEN3050,BURDEN50,NODATA,NOBURDEN,PERCENT30,PERCENT3050,PERCENT50,PERCENT_NODATA,PERCENT_NOBURDEN,INCOME,COSTS,ObjectId
2006,All,White,All,Children,35149,15199,8184,7015,0,19950,0.43241628495832,0.232837349568978,0.199578935389343,0,0.56758371504168,94475.0139406526,2159.39991687448,32
2006,All,White,Owners,All,364243,120058,75547,44511,1434,242751,0.32960962873686,0.207408241201615,0.122201387535244,0.00393693221283594,0.666453439050304,105451.774603767,1826.62956048572,33
2006,All,White,Owners,Seniors,68843,19428,9793,9635,148,49267,0.282207341341894,0.142251209273274,0.13995613206862,0.0021498191537266,0.71564283950438,75898.1167438955,1151.47779730692,34
2006,All,White,Owners,Children,24060,9560,6137,3423,0,14500,0.397339983374896,0.255070656691604,0.142269326683292,0,0.602660016625104,112550.450332502,2159.39991687448,35
2006,All,White,Renters,All,194016,82917,42800,40117,1406,109693,0.427371969322118,0.220600362856672,0.206771606465446,0.00724682500412337,0.565381205673759,51179.7093332509,NA,36
2006,All,White,Renters,Seniors,29854,16370,7639,8731,352,13132,0.548335231459771,0.255878609231594,0.292456622228177,0.0117907148120855,0.439874053728144,37501.5170496416,NA,37
2006,All,White,Renters,Children,11089,5639,2047,3592,0,5450,0.508521958697809,0.184597348723961,0.323924609973848,0,0.491478041302191,55256.4189737578,NA,38
2006,All,Black,All,All,36274,18192,7938,10254,329,17753,0.5015162375255,0.218834426862215,0.282681810663285,0.00906985719799305,0.489413905276507,61302.7968793075,1930.19534850741,39
2006,All,Black,All,Seniors,4248,2430,1029,1401,64,1754,0.572033898305085,0.242231638418079,0.329802259887006,0.0150659133709981,0.412900188323917,43357.3399246704,1429.67383669886,40
2006,All,Black,All,Children,4191,2223,533,1690,0,1968,0.53042233357194,0.1271772846576,0.40324504891434,0,0.46957766642806,60925.8768790265,2023.28793774319,41
2006,All,Black,Owners,All,14103,5988,3456,2532,0,8115,0.424590512656882,0.24505424377792,0.179536268878962,0,0.575409487343118,99716.3953768702,1930.19534850741,42
2006,All,Black,Owners,Seniors,2278,1141,605,536,0,1137,0.500877963125549,0.26558384547849,0.235294117647059,0,0.499122036874451,60169.05618964,1429.67383669886,43
2006,All,Black,Owners,Children,1542,577,282,295,0,965,0.374189364461738,0.182879377431907,0.191309987029831,0,0.625810635538262,123419.293125811,2023.28793774319,44
2006,All,Black,Renters,All,22171,12204,4482,7722,329,9638,0.550448784448153,0.20215596950972,0.348292814938433,0.0148392043660638,0.434712011185783,36867.8602679176,NA,45
2006,All,Black,Renters,Seniors,1970,1289,424,865,64,617,0.654314720812183,0.215228426395939,0.439086294416244,0.0324873096446701,0.313197969543147,23917.192893401,NA,46
2006,All,Black,Renters,Children,2649,1646,251,1395,0,1003,0.621366553416384,0.0947527368818422,0.526613816534541,0,0.378633446583616,24548.0558701397,NA,47
2006,All,Native,All,All,5716,2205,825,1380,100,3411,0.385759272218335,0.144331700489853,0.241427571728481,0.0174947515745276,0.596745976207138,58506.9051784465,1533.27913496195,48
2006,All,Native,All,Seniors,411,0,0,0,0,411,0,0,0,0,1,69931.6301703163,1384.64240506329,49
2006,All,Native,All,Children,489,176,84,92,0,313,0.359918200408998,0.171779141104294,0.188139059304703,0,0.640081799591002,87106.9529652352,2356.18784530387,50
2006,All,Native,Owners,All,2497,578,408,170,78,1841,0.231477773327994,0.163396075290348,0.0680816980376452,0.0312374849819784,0.737284741690028,95836.3756507809,1533.27913496195,51
2006,All,Native,Owners,Seniors,316,0,0,0,0,316,0,0,0,0,1,78749.6835443038,1384.64240506329,52
2006,All,Native,Owners,Children,362,176,84,92,0,186,0.486187845303867,0.232044198895028,0.25414364640884,0,0.513812154696133,97213.2596685083,2356.18784530387,53
2006,All,Native,Renters,All,3219,1627,417,1210,22,1570,0.505436470953712,0.129543336439888,0.375893134513824,0.00683442062752408,0.487729108418764,29550.183286735,NA,54
2006,All,Native,Renters,Seniors,95,0,0,0,0,95,0,0,0,0,1,40600,NA,55
2006,All,Native,Renters,Children,127,0,0,0,0,127,0,0,0,0,1,58300,NA,56
2006,All,Asian,All,All,88563,37228,20364,16864,837,50498,0.420356130664047,0.229938010230006,0.190418120434041,0.00945089935977779,0.570192969976175,79881.0864356447,1998.23379228595,57
2006,All,Asian,All,Seniors,10100,4827,1802,3025,0,5273,0.477920792079208,0.178415841584158,0.299504950495049,0,0.522079207920792,46105.6506930693,1506.42267050913,58
2006,All,Asian,All,Children,8253,2954,1776,1178,56,5243,0.357930449533503,0.215194474736459,0.142735974797044,0.00678541136556404,0.635284139100933,101071.941354659,2405.27375730994,59
2006,All,Asian,Owners,All,54835,23659,12710,10949,266,30910,0.431458010394821,0.231786267894593,0.199671742500228,0.0048509163855202,0.563691073219659,98480.0670739491,1998.23379228595,60
2006,All,Asian,Owners,Seniors,5205,2601,674,1927,0,2604,0.49971181556196,0.129490874159462,0.370220941402498,0,0.50028818443804,69201.6622478386,1506.42267050913,61
2006,All,Asian,Owners,Children,5472,2332,1599,733,56,3084,0.426169590643275,0.292214912280702,0.133954678362573,0.010233918128655,0.56359649122807,121153.843567251,2405.27375730994,62
2006,All,Asian,Renters,All,33728,13569,7654,5915,571,19588,0.402306688804554,0.226933111954459,0.175373576850095,0.0169295540796964,0.58076375711575,49642.8540085389,NA,63
2006,All,Asian,Renters,Seniors,4895,2226,1128,1098,0,2669,0.454749744637385,0.230439223697651,0.224310520939734,0,0.545250255362615,21546.9703779367,NA,64
2006,All,Asian,Renters,Children,2781,622,177,445,0,2159,0.223660553757641,0.0636461704422869,0.160014383315354,0,0.776339446242359,61558.0366774542,NA,65
2006,All,Hispanic,All,All,41993,17781,8391,9390,750,23462,0.423427714142833,0.19981901745529,0.223608696687543,0.0178601195437335,0.558712166313433,57896.6257233348,1825.51445797237,66
2006,All,Hispanic,All,Seniors,2615,1153,713,440,0,1462,0.440917782026769,0.272657743785851,0.168260038240918,0,0.559082217973231,42496.8565965583,1021.06660973527,67
2006,All,Hispanic,All,Children,6443,3480,1067,2413,211,2752,0.540121061617259,0.165606084122303,0.374514977494956,0.0327487195405867,0.427130218842154,52191.6933105696,2178.27112317611,68
2006,All,Hispanic,Owners,All,17084,6628,4186,2442,76,10380,0.387965347693749,0.245024584406462,0.142940763287286,0.00444860688363381,0.607586045422618,87518.7076797003,1825.51445797237,69
2006,All,Hispanic,Owners,Seniors,1171,416,308,108,0,755,0.355251921434671,0.263023057216055,0.0922288642186166,0,0.644748078565329,66662.9376601196,1021.06660973527,70
2006,All,Hispanic,Owners,Children,2947,1487,571,916,0,1460,0.504580929759077,0.193756362402443,0.310824567356634,0,0.495419070240923,79687.5602307431,2178.27112317611,71
2006,All,Hispanic,Renters,All,24909,11153,4205,6948,674,13082,0.447749809305873,0.168814484724397,0.278935324581477,0.0270584929142077,0.525191697779919,37580.1277449918,NA,72
2006,All,Hispanic,Renters,Seniors,1444,737,405,332,0,707,0.510387811634349,0.280470914127424,0.229916897506925,0,0.489612188365651,22899.5706371191,NA,73
2006,All,Hispanic,Renters,Children,3496,1993,496,1497,211,1292,0.570080091533181,0.14187643020595,0.428203661327231,0.0603546910755149,0.369565217391304,29013.6842105263,NA,74
2007,0 - 30%,All,All,All,103847,89598,18925,70673,5432,8817,0.86278852542683,0.182239255828286,0.680549269598544,0.0523077219370805,0.0849037526360896,10714.8474005027,1282.8586783594,75
2007,0 - 30%,All,All,Seniors,17725,14528,3082,11446,1185,2012,0.819633286318759,0.173878702397743,0.645754583921015,0.0668547249647391,0.113511988716502,10284.5082087447,1057.72924901186,76
2007,0 - 30%,All,All,Children,20370,17898,3992,13906,572,1900,0.878645066273932,0.195974472263132,0.6826705940108,0.0280805105547374,0.0932744231713304,12755.5763377516,1328.1734608985,77
2007,0 - 30%,All,Owners,All,25771,23104,4105,18999,1428,1239,0.896511582786853,0.159287571301075,0.737224011485779,0.0554111210275115,0.048077296185635,10778.1064762718,1282.8586783594,78
2007,0 - 30%,All,Owners,Seniors,6072,5056,1457,3599,361,655,0.832674571805007,0.239953886693017,0.592720685111989,0.0594532279314888,0.107872200263505,11555.2196969697,1057.72924901186,79
2007,0 - 30%,All,Owners,Children,4808,4239,260,3979,101,468,0.881655574043261,0.0540765391014975,0.827579034941764,0.0210066555740433,0.0973377703826955,12586.0378535774,1328.1734608985,80
2007,0 - 30%,All,Renters,All,78076,66494,14820,51674,4004,7578,0.851657359495876,0.189815052000615,0.661842307495261,0.0512833649264819,0.0970592755776423,10693.9671089707,NA,81
2007,0 - 30%,All,Renters,Seniors,11653,9472,1625,7847,824,1357,0.812837895820819,0.139449068909294,0.673388826911525,0.0707114047884665,0.116450699390715,9622.38170428216,NA,82
2007,0 - 30%,All,Renters,Children,15562,13659,3732,9927,471,1432,0.877714946664953,0.239814933813135,0.637900012851819,0.0302660326436191,0.0920190206914278,12807.9565608534,NA,83
2007,0 - 30%,White,All,All,64255,54783,11705,43078,2973,6499,0.852587347288149,0.182164812076881,0.670422535211268,0.0462687728581433,0.101143879853708,10827.0306746557,1226.24918876581,84
2007,0 - 30%,White,All,Seniors,14382,11870,2777,9093,827,1685,0.825337227089417,0.193088582950911,0.632248644138506,0.0575024335975525,0.11716033931303,10661.8393825615,1043.11941353118,85
2007,0 - 30%,White,All,Children,9437,7886,1956,5930,256,1295,0.835646921691215,0.207269259298506,0.62837766239271,0.0271272650206633,0.137225813288121,12877.660273392,1340.11419423693,86
2007,0 - 30%,White,Owners,All,17874,15979,3267,12712,822,1073,0.893980082801835,0.182779456193353,0.711200626608482,0.0459885867740853,0.0600313304240797,10712.7186975495,1226.24918876581,87
2007,0 - 30%,White,Owners,Seniors,5661,4645,1389,3256,361,655,0.820526408761703,0.245363010068892,0.57516339869281,0.0637696520049461,0.115703939233351,11174.5617382088,1043.11941353118,88
2007,0 - 30%,White,Owners,Children,2811,2551,132,2419,101,159,0.907506225542512,0.0469583778014941,0.860547847741017,0.0359302739238705,0.0565635005336179,12387.1433653504,1340.11419423693,89
2007,0 - 30%,White,Renters,All,46381,38804,8438,30366,2151,5426,0.836635691339126,0.1819279446325,0.654707746706626,0.0463767490998469,0.116987559561027,10871.0834608999,NA,90
2007,0 - 30%,White,Renters,Seniors,8721,7225,1388,5837,466,1030,0.828460038986355,0.159156060084853,0.669303978901502,0.0534342391927531,0.118105721820892,10329.0196078431,NA,91
2007,0 - 30%,White,Renters,Children,6626,5335,1824,3511,155,1136,0.805161485058859,0.275279203139149,0.52988228191971,0.0233926954421974,0.171445819498944,13085.7561122849,NA,92
2007,0 - 30%,Black,All,All,10826,10150,2189,7961,519,157,0.937557731387401,0.202198411232219,0.735359320155182,0.0479401440975429,0.0145021245150563,10510.3833364123,1735.64295485636,93
2007,0 - 30%,Black,All,Seniors,847,666,137,529,0,181,0.786304604486423,0.161747343565525,0.624557260920897,0,0.213695395513577,12733.9551357733,1334.93650793651,94
2007,0 - 30%,Black,All,Children,2616,2274,652,1622,105,237,0.869266055045872,0.249235474006116,0.620030581039755,0.0401376146788991,0.0905963302752294,13324.3883792049,NA,95
2007,0 - 30%,Black,Owners,All,1462,1415,211,1204,300,-253,0.967852257181943,0.144322845417237,0.823529411764706,0.205198358413133,-0.173050615595075,10433.5157318741,1735.64295485636,96
2007,0 - 30%,Black,Owners,Seniors,252,252,0,252,0,0,1,0,1,0,0,15315.4761904762,1334.93650793651,97
2007,0 - 30%,Black,Owners,Children,0,0,0,0,0,0,,,,,,,NA,98
2007,0 - 30%,Black,Renters,All,9364,8735,1978,6757,219,410,0.932827851345579,0.21123451516446,0.721593336181119,0.0233874412644169,0.0437847073900043,10522.3846646732,NA,99
2007,0 - 30%,Black,Renters,Seniors,595,414,137,277,0,181,0.695798319327731,0.230252100840336,0.465546218487395,0,0.304201680672269,11640.6050420168,NA,100
2006,80 - 120%,Asian,All,Children,1948,923,923,0,0,1025,0.473819301848049,0.473819301848049,0,0,0.526180698151951,70781.2628336756,2033.1884057971,101
2006,80 - 120%,Asian,Owners,All,11074,5574,4398,1176,0,5500,0.503341159472639,0.397146469207152,0.106194690265487,0,0.496658840527361,68398.4323640961,1784.20931912588,102
2006,80 - 120%,Asian,Owners,Seniors,774,0,0,0,0,774,0,0,0,0,1,63844.8062015504,841.484496124031,103
2006,80 - 120%,Asian,Owners,Children,1173,923,923,0,0,250,0.786871270247229,0.786871270247229,0,0,0.213128729752771,70607.9283887468,2033.1884057971,104
2006,80 - 120%,Asian,Renters,All,5440,449,130,319,0,4991,0.0825367647058824,0.0238970588235294,0.0586397058823529,0,0.917463235294118,60186.9926470588,NA,105
2006,80 - 120%,Asian,Renters,Seniors,577,0,0,0,0,577,0,0,0,0,1,63171.6464471404,NA,106
2006,80 - 120%,Asian,Renters,Children,775,0,0,0,0,775,0,0,0,0,1,71043.6129032258,NA,107
2006,80 - 120%,Hispanic,All,All,7772,1495,1387,108,0,6277,0.192357179619146,0.178461142563047,0.0138960370560988,0,0.807642820380854,69750.2676273803,1663.62493934983,108
2006,80 - 120%,Hispanic,All,Seniors,549,121,121,0,0,428,0.22040072859745,0.22040072859745,0,0,0.77959927140255,57856.6484517304,997.754143646409,109
2006,80 - 120%,Hispanic,All,Children,1141,425,425,0,0,716,0.372480280455741,0.372480280455741,0,0,0.627519719544259,77636.2839614373,1863.56056338028,110
2006,80 - 120%,Hispanic,Owners,All,4122,1376,1268,108,0,2746,0.333818534691897,0.307617661329452,0.0262008733624454,0,0.666181465308103,75875.9000485201,1663.62493934983,111
2006,80 - 120%,Hispanic,Owners,Seniors,362,121,121,0,0,241,0.334254143646409,0.334254143646409,0,0,0.665745856353591,58227.0718232044,997.754143646409,112
2006,80 - 120%,Hispanic,Owners,Children,1065,425,425,0,0,640,0.39906103286385,0.39906103286385,0,0,0.60093896713615,78373.896713615,1863.56056338028,113
2006,80 - 120%,Hispanic,Renters,All,3650,119,119,0,0,3531,0.0326027397260274,0.0326027397260274,0,0,0.967397260273973,62832.498630137,NA,114
2006,80 - 120%,Hispanic,Renters,Seniors,187,0,0,0,0,187,0,0,0,0,1,57139.5721925134,NA,115
2006,80 - 120%,Hispanic,Renters,Children,76,0,0,0,0,76,0,0,0,0,1,67300,NA,116
2006,Above 120%,All,All,All,300186,38642,34759,3883,0,261544,0.128726856015937,0.115791542576936,0.0129353134390012,0,0.871273143984063,148260.105264736,2241.42415678318,117
2006,Above 120%,All,All,Seniors,29923,2428,2245,183,0,27495,0.0811415967650302,0.0750258998095111,0.00611569695551917,0,0.91885840323497,146199.649934833,1687.47315835991,118
2006,Above 120%,All,All,Children,19688,2539,2175,364,0,17149,0.128961804144657,0.110473384802926,0.018488419341731,0,0.871038195855343,171714.959467696,2653.6764296453,119
2006,Above 120%,All,Owners,All,248394,37011,33128,3883,0,211383,0.149001183603469,0.133368760920151,0.0156324226833176,0,0.850998816396531,153718.819041523,2241.42415678318,120
2006,Above 120%,All,Owners,Seniors,26023,2083,1900,183,0,23940,0.0800445759520424,0.0730123352419014,0.00703224071014103,0,0.919955424047958,149962.09218768,1687.47315835991,121
2006,Above 120%,All,Owners,Children,17959,2539,2175,364,0,15420,0.141377582270728,0.121109193162203,0.020268389108525,0,0.858622417729272,169258.85750877,2653.6764296453,122
2006,Above 120%,All,Renters,All,51792,1631,1631,0,0,50161,0.0314913500154464,0.0314913500154464,0,0,0.968508649984554,122080.159522706,NA,123
2006,Above 120%,All,Renters,Seniors,3900,345,345,0,0,3555,0.0884615384615385,0.0884615384615385,0,0,0.911538461538462,121094.512820513,NA,124
2006,Above 120%,All,Renters,Children,1729,0,0,0,0,1729,0,0,0,0,1,197226.315789474,NA,125
2006,Above 120%,White,All,All,237833,29779,27414,2365,0,208054,0.125209705970156,0.115265753701126,0.00994395226902911,0,0.874790294029844,149972.664621814,2210.14736392636,126
2006,Above 120%,White,All,Seniors,26603,1632,1606,26,0,24971,0.0613464646844341,0.0603691313009811,0.000977333383452994,0,0.938653535315566,148314.132804571,1627.4254141238,127
2006,Above 120%,White,All,Children,12606,1699,1514,185,0,10907,0.134777090274472,0.120101538949706,0.014675551324766,0,0.865222909725528,182343.242106933,2685.95897966219,128
2006,Above 120%,White,Owners,All,199065,28223,25858,2365,0,170842,0.141777811267676,0.129897269736016,0.0118805415316605,0,0.858222188732324,154911.72394444,2210.14736392636,129
2006,Above 120%,White,Owners,Seniors,22940,1287,1261,26,0,21653,0.056102877070619,0.0549694856146469,0.0011333914559721,0,0.943897122929381,152489.050784656,1627.4254141238,130
2006,Above 120%,White,Owners,Children,11604,1699,1514,185,0,9905,0.146415029300241,0.130472250947949,0.0159427783522923,0,0.853584970699759,174992.641330576,2685.95897966219,131
2006,Above 120%,White,Renters,All,38768,1556,1556,0,0,37212,0.0401361947998349,0.0401361947998349,0,0,0.959863805200165,124611.700835741,NA,132
2006,Above 120%,White,Renters,Seniors,3663,345,345,0,0,3318,0.0941850941850942,0.0941850941850942,0,0,0.905814905814906,122168.181818182,NA,133
2006,Above 120%,White,Renters,Children,1002,0,0,0,0,1002,0,0,0,0,1,267469.361277445,NA,134
2006,Above 120%,Black,All,All,9733,1053,874,179,0,8680,0.108188636597144,0.0897975958080756,0.0183910407890681,0,0.891811363402856,141229.468200966,2252.32514734774,135
2006,Above 120%,Black,All,Seniors,917,161,161,0,0,756,0.175572519083969,0.175572519083969,0,0,0.824427480916031,112108.800436205,2108.29784688995,136
2006,Above 120%,Black,All,Children,1051,165,165,0,0,886,0.156993339676499,0.156993339676499,0,0,0.843006660323501,161120.504281637,2179.53187440533,137
2006,Above 120%,Black,Owners,All,7126,1053,874,179,0,6073,0.147768734212742,0.122649452708392,0.0251192815043503,0,0.852231265787258,153059.916362616,2252.32514734774,138
2006,Above 120%,Black,Owners,Seniors,836,161,161,0,0,675,0.192583732057416,0.192583732057416,0,0,0.807416267942584,110360.789473684,2108.29784688995,139
2006,Above 120%,Black,Owners,Children,1051,165,165,0,0,886,0.156993339676499,0.156993339676499,0,0,0.843006660323501,161120.504281637,2179.53187440533,140
2006,Above 120%,Black,Renters,All,2607,0,0,0,0,2607,0,0,0,0,1,108892.002301496,NA,141
2006,Above 120%,Black,Renters,Seniors,81,0,0,0,0,81,0,0,0,0,1,130150,NA,142
2006,Above 120%,Black,Renters,Children,0,0,0,0,0,0,,,,,,,NA,143
2006,Above 120%,Native,All,All,1317,233,233,0,0,1084,0.176917236142749,0.176917236142749,0,0,0.823082763857251,130456.719817768,1916.07341092211,144
2006,Above 120%,Native,All,Seniors,142,0,0,0,0,142,0,0,0,0,1,116091.549295775,2025.22535211268,145
2006,Above 120%,Native,All,Children,186,0,0,0,0,186,0,0,0,0,1,114479.569892473,1682.10752688172,146
2006,Above 120%,Native,Owners,All,1117,233,233,0,0,884,0.208594449418084,0.208594449418084,0,0,0.791405550581916,139451.835273053,1916.07341092211,147
2006,Above 120%,Native,Owners,Seniors,142,0,0,0,0,142,0,0,0,0,1,116091.549295775,2025.22535211268,148
2006,Above 120%,Native,Owners,Children,186,0,0,0,0,186,0,0,0,0,1,114479.569892473,1682.10752688172,149
2006,Above 120%,Native,Renters,All,200,0,0,0,0,200,0,0,0,0,1,80219,NA,150
2007,0 - 30%,Black,Renters,Children,2616,2274,652,1622,105,237,0.869266055045872,0.249235474006116,0.620030581039755,0.0401376146788991,0.0905963302752294,13324.3883792049,NA,151
2007,0 - 30%,Native,All,All,884,421,205,216,0,463,0.476244343891403,0.231900452488688,0.244343891402715,0,0.523755656108597,10642.5113122172,317,152
2007,0 - 30%,Native,All,Seniors,216,216,0,216,0,0,1,0,1,0,0,9900,NA,153
2007,0 - 30%,Native,All,Children,91,0,0,0,0,91,0,0,0,0,1,20880,317,154
2007,0 - 30%,Native,Owners,All,91,0,0,0,0,91,0,0,0,0,1,20880,317,155
2007,0 - 30%,Native,Owners,Seniors,0,0,0,0,0,0,,,,,,,NA,156
2007,0 - 30%,Native,Owners,Children,91,0,0,0,0,91,0,0,0,0,1,20880,317,157
2007,0 - 30%,Native,Renters,All,793,421,205,216,0,372,0.530895334174023,0.258511979823455,0.272383354350567,0,0.469104665825977,9467.71752837327,NA,158
2007,0 - 30%,Native,Renters,Seniors,216,216,0,216,0,0,1,0,1,0,0,9900,NA,159
2007,0 - 30%,Native,Renters,Children,0,0,0,0,0,0,,,,,,,NA,160
2007,0 - 30%,Asian,All,All,14650,12551,2840,9711,1273,826,0.856723549488055,0.193856655290102,0.662866894197952,0.0868941979522184,0.056382252559727,10961.8842320819,1622.54473161034,161
2007,0 - 30%,Asian,All,Seniors,1699,1195,168,1027,268,236,0.70335491465568,0.0988816951147734,0.604473219540906,0.157739846968805,0.138905238375515,8410.57916421424,1138.54716981132,162
2007,0 - 30%,Asian,All,Children,2485,2434,649,1785,0,51,0.979476861167002,0.261167002012072,0.71830985915493,0,0.020523138832998,15141.5814889336,2131.32127659574,163
2007,0 - 30%,Asian,Owners,All,3018,2691,191,2500,118,209,0.891650099403579,0.0632869449966866,0.828363154406892,0.0390987408880053,0.0692511597084162,11446.2193505633,1622.54473161034,164
2007,0 - 30%,Asian,Owners,Seniors,159,159,68,91,0,0,1,0.427672955974843,0.572327044025157,0,0,19148.427672956,1138.54716981132,165
2007,0 - 30%,Asian,Owners,Children,470,470,0,470,0,0,1,0,1,0,0,9496.14893617021,2131.32127659574,166
2007,0 - 30%,Asian,Renters,All,11632,9860,2649,7211,1155,617,0.847661623108666,0.227733837689133,0.619927785419532,0.0992950481430536,0.0530433287482806,10836.2202544704,NA,167
2007,0 - 30%,Asian,Renters,Seniors,1540,1036,100,936,268,236,0.672727272727273,0.0649350649350649,0.607792207792208,0.174025974025974,0.153246753246753,7301.93116883117,NA,168
2007,0 - 30%,Asian,Renters,Children,2015,1964,649,1315,0,51,0.974689826302729,0.322084367245658,0.652605459057072,0,0.0253101736972705,16458.382133995,NA,169
2007,0 - 30%,Hispanic,All,All,8637,7697,1319,6378,186,754,0.891165914090541,0.152715063100614,0.738450850989927,0.0215352552969781,0.0872988306124812,11025.5239087646,933.290072639225,170
2007,0 - 30%,Hispanic,All,Seniors,514,514,0,514,90,-90,1,0,1,0.175097276264591,-0.175097276264591,2845.62256809339,NA,171
2007,0 - 30%,Hispanic,All,Children,4090,3765,540,3225,96,229,0.920537897310513,0.132029339853301,0.788508557457213,0.0234718826405868,0.0559902200488998,11929.9511002445,1049.75478065242,172
2007,0 - 30%,Hispanic,Owners,All,2065,1758,191,1567,0,307,0.851331719128329,0.0924939467312349,0.758837772397094,0,0.148668280871671,11822.7554479419,933.290072639225,173
2007,0 - 30%,Hispanic,Owners,Seniors,0,0,0,0,0,0,,,,,,,NA,174
