STATION,DATE,REPORT_TYPE,HourlyDryBulbTemperature
72295023174,2019-01-08T21:50:00,FM-16,59
72295023174,2019-01-08T21:53:00,FM-15,59
72295023174,2019-01-08T22:00:00,FM-12,59
72295023174,2019-01-08T22:53:00,FM-15,58
72295023174,2019-01-08T23:53:00,FM-15,57
72295023174,2019-01-09T00:53:00,FM-15,55
72295023174,2019-01-09T01:53:00,FM-15,53
72295023174,2019-01-09T02:53:00,FM-15,51
72295023174,2019-01-09T03:53:00,FM-15,51
72295023174,2019-01-09T04:00:00,FM-12,51
72295023174,2019-01-09T04:53:00,FM-15,50
72295023174,2019-01-09T05:53:00,FM-15,49
72295023174,2019-01-09T06:53:00,FM-15,50
72295023174,2019-01-09T07:53:00,FM-15,51
72295023174,2019-01-09T08:53:00,FM-15,56
72295023174,2019-01-09T09:53:00,FM-15,60
72295023174,2019-01-09T10:00:00,FM-12,60
72295023174,2019-01-09T10:53:00,FM-15,63
72295023174,2019-01-09T11:53:00,FM-15,61
72295023174,2019-01-09T12:53:00,FM-15,60
72295023174,2019-01-09T13:53:00,FM-15,61
72295023174,2019-01-09T14:53:00,FM-15,61
72295023174,2019-01-09T15:53:00,FM-15,59
72295023174,2019-01-09T16:00:00,FM-12,59
72295023174,2019-01-09T16:53:00,FM-15,58
72295023174,2019-01-09T17:53:00,FM-15,59
72295023174,2019-01-09T18:53:00,FM-15,60
72295023174,2019-01-09T19:53:00,FM-15,59
72295023174,2019-01-09T20:53:00,FM-15,59
72295023174,2019-01-09T21:53:00,FM-15,60
72295023174,2019-01-09T22:00:00,FM-12,60
72295023174,2019-01-09T22:53:00,FM-15,58
72295023174,2019-01-09T23:53:00,FM-15,56
72295023174,2019-01-10T00:53:00,FM-15,56
72295023174,2019-01-10T01:53:00,FM-15,52
72295023174,2019-01-10T02:53:00,FM-15,53
72295023174,2019-01-10T03:38:00,FM-16,52
72295023174,2019-01-10T03:53:00,FM-15,52
72295023174,2019-01-10T04:00:00,FM-12,52
72295023174,2019-01-10T04:53:00,FM-15,52
72295023174,2019-01-10T05:53:00,FM-15,51
72295023174,2019-01-10T06:21:00,FM-16,52
72295023174,2019-01-10T06:53:00,FM-15,54
72295023174,2019-01-10T07:53:00,FM-15,54
72295023174,2019-01-10T08:53:00,FM-15,55
72295023174,2019-01-10T09:53:00,FM-15,57
72295023174,2019-01-10T10:00:00,FM-12,57
72295023174,2019-01-10T10:29:00,FM-16,59
72295023174,2019-01-10T10:53:00,FM-15,59
72295023174,2019-01-10T10:57:00,FM-16,60
72295023174,2019-01-10T11:53:00,FM-15,61
72295023174,2019-01-10T12:53:00,FM-15,60
72295023174,2019-01-10T13:43:00,FM-16,59
72295023174,2019-01-10T13:53:00,FM-15,59
72295023174,2019-01-10T14:10:00,FM-16,59
72295023174,2019-01-10T14:53:00,FM-15,59
72295023174,2019-01-10T15:43:00,FM-16,59
72295023174,2019-01-10T15:53:00,FM-15,58
72295023174,2019-01-10T16:00:00,FM-12,58
72295023174,2019-01-10T16:53:00,FM-15,58
72295023174,2019-01-10T17:53:00,FM-15,57
72295023174,2019-01-10T18:29:00,FM-16,57
72295023174,2019-01-10T18:53:00,FM-15,56
72295023174,2019-01-10T19:25:00,FM-16,57
72295023174,2019-01-10T19:53:00,FM-15,57
72295023174,2019-01-10T20:49:00,FM-16,57
72295023174,2019-01-10T20:53:00,FM-15,57
72295023174,2019-01-10T21:29:00,FM-16,57
72295023174,2019-01-10T21:53:00,FM-15,57
72295023174,2019-01-10T22:00:00,FM-12,57
72295023174,2019-01-10T22:53:00,FM-15,56
72295023174,2019-01-10T23:45:00,FM-16,54
72295023174,2019-01-10T23:53:00,FM-15,54
72295023174,2019-01-11T00:53:00,FM-15,56
72295023174,2019-01-11T01:53:00,FM-15,56
72295023174,2019-01-11T02:53:00,FM-15,56
72295023174,2019-01-11T03:53:00,FM-15,54
72295023174,2019-01-11T04:00:00,FM-12,54
72295023174,2019-01-11T04:35:00,FM-16,54
72295023174,2019-01-11T04:53:00,FM-15,53
72295023174,2019-01-11T05:22:00,FM-16,53
72295023174,2019-01-11T05:53:00,FM-15,53
72295023174,2019-01-11T06:53:00,FM-15,51
72295023174,2019-01-11T07:46:00,FM-16,52
72295023174,2019-01-11T07:53:00,FM-15,52
72295023174,2019-01-11T08:53:00,FM-15,52
72295023174,2019-01-11T09:25:00,FM-16,53
72295023174,2019-01-11T09:53:00,FM-15,55
72295023174,2019-01-11T10:00:00,FM-12,55
72295023174,2019-01-11T10:24:00,FM-16,55
72295023174,2019-01-11T10:53:00,FM-15,55
72295023174,2019-01-11T11:32:00,FM-16,56
72295023174,2019-01-11T11:41:00,FM-16,57
72295023174,2019-01-11T11:53:00,FM-15,58
72295023174,2019-01-11T12:53:00,FM-15,61
72295023174,2019-01-11T13:53:00,FM-15,64
72295023174,2019-01-11T14:53:00,FM-15,60
72295023174,2019-01-11T15:53:00,FM-15,59
72295023174,2019-01-11T16:00:00,FM-12,59
72295023174,2019-01-11T16:53:00,FM-15,58
72295023174,2019-01-11T17:53:00,FM-15,57
72295023174,2019-01-11T18:53:00,FM-15,57
72295023174,2019-01-11T19:24:00,FM-16,56
72295023174,2019-01-11T19:51:00,FM-16,55
72295023174,2019-01-11T19:53:00,FM-15,56
72295023174,2019-01-11T20:53:00,FM-15,55
72295023174,2019-01-11T21:53:00,FM-15,55
72295023174,2019-01-11T22:00:00,FM-12,55
72295023174,2019-01-11T22:53:00,FM-15,55
72295023174,2019-01-11T23:53:00,FM-15,55
72295023174,2019-01-12T00:53:00,FM-15,56
72295023174,2019-01-12T01:53:00,FM-15,53
72295023174,2019-01-12T02:53:00,FM-15,53
72295023174,2019-01-12T03:53:00,FM-15,53
72295023174,2019-01-12T04:00:00,FM-12,53
72295023174,2019-01-12T04:53:00,FM-15,52
72295023174,2019-01-12T05:53:00,FM-15,53
72295023174,2019-01-12T06:53:00,FM-15,52
72295023174,2019-01-12T07:53:00,FM-15,53
72295023174,2019-01-12T08:53:00,FM-15,55
72295023174,2019-01-12T09:11:00,FM-16,54
72295023174,2019-01-12T09:24:00,FM-16,53
72295023174,2019-01-12T09:37:00,FM-16,52
72295023174,2019-01-12T09:49:00,FM-16,52
72295023174,2019-01-12T09:51:00,FM-16,52
72295023174,2019-01-12T09:53:00,FM-15,52
72295023174,2019-01-12T10:00:00,FM-12,52
72295023174,2019-01-12T10:06:00,FM-16,52
72295023174,2019-01-12T10:53:00,FM-15,53
72295023174,2019-01-12T11:53:00,FM-15,57
72295023174,2019-01-12T12:51:00,FM-16,61
72295023174,2019-01-12T12:53:00,FM-15,60
72295023174,2019-01-12T13:51:00,FM-16,61
72295023174,2019-01-12T13:53:00,FM-15,60
72295023174,2019-01-12T14:53:00,FM-15,60
72295023174,2019-01-12T15:53:00,FM-15,59
72295023174,2019-01-12T16:00:00,FM-12,59
72295023174,2019-01-12T16:53:00,FM-15,58
72295023174,2019-01-12T17:53:00,FM-15,57
72295023174,2019-01-12T18:53:00,FM-15,57
72295023174,2019-01-12T19:53:00,FM-15,56
72295023174,2019-01-12T20:53:00,FM-15,54
72295023174,2019-01-12T21:53:00,FM-15,56
72295023174,2019-01-12T22:00:00,FM-12,56
72295023174,2019-01-12T22:53:00,FM-15,54
72295023174,2019-01-12T23:53:00,FM-15,52
72295023174,2019-01-13T00:53:00,FM-15,53
72295023174,2019-01-13T01:53:00,FM-15,49
72295023174,2019-01-13T02:53:00,FM-15,49
72295023174,2019-01-13T03:53:00,FM-15,48
72295023174,2019-01-13T04:00:00,FM-12,48
72295023174,2019-01-13T04:53:00,FM-15,47
72295023174,2019-01-13T05:53:00,FM-15,47
72295023174,2019-01-13T06:53:00,FM-15,49
72295023174,2019-01-13T07:53:00,FM-15,50
72295023174,2019-01-13T08:53:00,FM-15,53
72295023174,2019-01-13T09:53:00,FM-15,56
72295023174,2019-01-13T10:00:00,FM-12,56
72295023174,2019-01-13T10:53:00,FM-15,59
72295023174,2019-01-13T11:53:00,FM-15,59
72295023174,2019-01-13T12:53:00,FM-15,60
72295023174,2019-01-13T13:53:00,FM-15,61
72295023174,2019-01-13T14:53:00,FM-15,60
72295023174,2019-01-13T15:53:00,FM-15,59
72295023174,2019-01-13T16:00:00,FM-12,59
72295023174,2019-01-13T16:53:00,FM-15,59
72295023174,2019-01-13T17:53:00,FM-15,59
72295023174,2019-01-13T18:53:00,FM-15,58
72295023174,2019-01-13T19:53:00,FM-15,58
72295023174,2019-01-13T20:53:00,FM-15,56
72295023174,2019-01-13T21:53:00,FM-15,56
72295023174,2019-01-13T22:00:00,FM-12,56
72295023174,2019-01-13T22:53:00,FM-15,54
72295023174,2019-01-13T23:53:00,FM-15,53
72295023174,2019-01-14T00:53:00,FM-15,56
72295023174,2019-01-14T01:53:00,FM-15,55
72295023174,2019-01-14T02:53:00,FM-15,55
72295023174,2019-01-14T03:53:00,FM-15,54
72295023174,2019-01-14T04:00:00,FM-12,54
72295023174,2019-01-14T04:53:00,FM-15,55
72295023174,2019-01-14T05:53:00,FM-15,56
72295023174,2019-01-14T06:53:00,FM-15,54
72295023174,2019-01-14T07:53:00,FM-15,52
72295023174,2019-01-14T08:53:00,FM-15,53
72295023174,2019-01-14T09:53:00,FM-15,53
72295023174,2019-01-14T10:00:00,FM-12,53
72295023174,2019-01-14T10:53:00,FM-15,54
72295023174,2019-01-14T11:15:00,FM-16,53
72295023174,2019-01-14T11:51:00,FM-16,54
72295023174,2019-01-14T11:53:00,FM-15,53
72295023174,2019-01-14T12:23:00,FM-16,53
72295023174,2019-01-14T12:37:00,FM-16,53
72295023174,2019-01-14T12:48:00,FM-16,54
72295023174,2019-01-14T12:53:00,FM-15,52
72295023174,2019-01-14T13:17:00,FM-16,52
72295023174,2019-01-14T13:27:00,FM-16,52
72295023174,2019-01-14T13:39:00,FM-16,53
72295023174,2019-01-14T13:46:00,FM-16,53
72295023174,2019-01-14T13:53:00,FM-15,53
72295023174,2019-01-14T14:27:00,FM-16,53
72295023174,2019-01-14T14:38:00,FM-16,53
72295023174,2019-01-14T14:53:00,FM-15,53
72295023174,2019-01-14T15:53:00,FM-15,53
72295023174,2019-01-14T16:00:00,FM-12,53
72295023174,2019-01-14T16:09:00,FM-16,53
72295023174,2019-01-14T16:24:00,FM-16,53
72295023174,2019-01-14T16:40:00,FM-16,53
72295023174,2019-01-14T16:53:00,FM-15,53
72295023174,2019-01-14T17:07:00,FM-16,53
72295023174,2019-01-14T17:51:00,FM-16,54
72295023174,2019-01-14T17:53:00,FM-15,53
72295023174,2019-01-14T18:06:00,FM-16,54
72295023174,2019-01-14T18:39:00,FM-16,54
72295023174,2019-01-14T18:53:00,FM-15,54
72295023174,2019-01-14T19:26:00,FM-16,54
72295023174,2019-01-14T19:51:00,FM-16,54
72295023174,2019-01-14T19:53:00,FM-15,54
72295023174,2019-01-14T20:53:00,FM-15,53
72295023174,2019-01-14T21:08:00,FM-16,53
72295023174,2019-01-14T21:44:00,FM-16,53
72295023174,2019-01-14T21:53:00,FM-15,53
72295023174,2019-01-14T22:00:00,FM-12,53
72295023174,2019-01-14T22:46:00,FM-16,52
72295023174,2019-01-14T22:53:00,FM-15,51
72295023174,2019-01-14T23:53:00,FM-15,52
72295023174,2019-01-15T00:53:00,FM-15,50
72295023174,2019-01-15T01:53:00,FM-15,51
72295023174,2019-01-15T02:53:00,FM-15,51
72295023174,2019-01-15T03:53:00,FM-15,51
72295023174,2019-01-15T04:00:00,FM-12,51
72295023174,2019-01-15T04:53:00,FM-15,51
72295023174,2019-01-15T05:53:00,FM-15,51
72295023174,2019-01-15T06:53:00,FM-15,52
72295023174,2019-01-15T07:53:00,FM-15,53
72295023174,2019-01-15T08:53:00,FM-15,55
72295023174,2019-01-15T09:53:00,FM-15,56
72295023174,2019-01-15T10:00:00,FM-12,56
72295023174,2019-01-15T10:53:00,FM-15,58
72295023174,2019-01-15T11:53:00,FM-15,59
72295023174,2019-01-15T12:53:00,FM-15,59
72295023174,2019-01-15T13:53:00,FM-15,58
72295023174,2019-01-15T14:53:00,FM-15,56
72295023174,2019-01-15T15:53:00,FM-15,54
72295023174,2019-01-15T16:00:00,FM-12,54
72295023174,2019-01-15T16:41:00,FM-16,53
72295023174,2019-01-15T16:53:00,FM-15,53
72295023174,2019-01-15T17:18:00,FM-16,52
72295023174,2019-01-15T17:40:00,FM-16,52
72295023174,2019-01-15T17:53:00,FM-15,52
72295023174,2019-01-15T18:37:00,FM-16,53
72295023174,2019-01-15T18:51:00,FM-16,54
72295023174,2019-01-15T18:53:00,FM-15,53
72295023174,2019-01-15T19:25:00,FM-16,52
72295023174,2019-01-15T19:53:00,FM-15,52
72295023174,2019-01-15T20:39:00,FM-16,53
72295023174,2019-01-15T20:53:00,FM-15,53
72295023174,2019-01-15T21:01:00,FM-16,53
72295023174,2019-01-15T21:38:00,FM-16,53
72295023174,2019-01-15T21:53:00,FM-15,53
72295023174,2019-01-15T22:00:00,FM-12,53
72295023174,2019-01-15T22:53:00,FM-15,54
72295023174,2019-01-15T23:53:00,FM-15,53
72295023174,2019-01-16T00:53:00,FM-15,54
72295023174,2019-01-16T00:59:00,FM-16,54
72295023174,2019-01-16T01:53:00,FM-15,54
72295023174,2019-01-16T02:53:00,FM-15,54
72295023174,2019-01-16T03:04:00,FM-16,54
72295023174,2019-01-16T03:17:00,FM-16,54
72295023174,2019-01-16T03:26:00,FM-16,54
72295023174,2019-01-16T03:53:00,FM-15,54
72295023174,2019-01-16T04:00:00,FM-12,54
72295023174,2019-01-16T04:51:00,FM-16,54
72295023174,2019-01-16T04:53:00,FM-15,54
72295023174,2019-01-16T05:24:00,FM-16,54
72295023174,2019-01-16T05:53:00,FM-15,55
72295023174,2019-01-16T06:53:00,FM-15,56
72295023174,2019-01-16T07:23:00,FM-16,56
72295023174,2019-01-16T07:35:00,FM-16,56
72295023174,2019-01-16T07:53:00,FM-15,56
72295023174,2019-01-16T08:53:00,FM-15,58
72295023174,2019-01-16T09:53:00,FM-15,59
72295023174,2019-01-16T10:00:00,FM-12,59
72295023174,2019-01-16T10:53:00,FM-15,60
72295023174,2019-01-16T11:08:00,FM-16,60
72295023174,2019-01-16T11:31:00,FM-16,59
72295023174,2019-01-16T11:53:00,FM-15,59
72295023174,2019-01-16T12:41:00,FM-16,59
72295023174,2019-01-16T12:53:00,FM-15,59
72295023174,2019-01-16T13:21:00,FM-16,59
72295023174,2019-01-16T13:53:00,FM-15,59
72295023174,2019-01-16T14:22:00,FM-16,59
72295023174,2019-01-16T14:53:00,FM-15,59
72295023174,2019-01-16T15:09:00,FM-16,59
72295023174,2019-01-16T15:27:00,FM-16,59
72295023174,2019-01-16T15:53:00,FM-15,59
72295023174,2019-01-16T16:00:00,FM-12,59
72295023174,2019-01-16T16:13:00,FM-16,59
72295023174,2019-01-16T16:34:00,FM-16,59
72295023174,2019-01-16T16:53:00,FM-15,59
72295023174,2019-01-16T17:23:00,FM-16,58
72295023174,2019-01-16T17:53:00,FM-15,57
72295023174,2019-01-16T18:17:00,FM-16,57
