"Petersburg Borough, Alaska",3257,42.8,69948,36112,1653,71,10,186
"Prince of Wales-Hyder Census Area, Alaska",6407,41.3,52379,27080,2753,349,0,1098
"Sitka City and Borough, Alaska",8640,39.5,73682,39615,4629,242,148,731
"Skagway Municipality, Alaska",1107,40.4,73906,39453,738,51,0,70
"Southeast Fairbanks Census Area, Alaska",6878,36.8,70056,32193,2801,347,98,737
"Valdez-Cordova Census Area, Alaska",9243,38.1,79867,38907,4846,169,139,714
"Wrangell City and Borough, Alaska",2502,49.4,53894,32286,1085,77,0,194
"Yakutat City and Borough, Alaska",649,36.9,71607,32198,339,21,0,48
"Yukon-Koyukuk Census Area, Alaska",5377,35.2,41413,22718,2190,450,21,1352
"Apache County, Arizona",71511,35,32508,15128,18400,2169,2,24963
"Cochise County, Arizona",125867,41.1,49260,26819,43760,2960,3438,19476
"Coconino County, Arizona",141274,30.7,59460,27339,66820,5492,120,22539
"Gila County, Arizona",53546,50.2,43524,24251,18695,1801,29,11367
"Graham County, Arizona",37996,33.6,51353,18683,13104,1188,0,7679
"Greenlee County, Arizona",9522,34.5,63473,25780,3870,233,0,1250
"La Paz County, Arizona",20793,56.5,34643,22879,6160,602,0,4592
"Maricopa County, Arizona",4328810,36.4,64468,33279,2068218,109605,5222,588350
"Mohave County, Arizona",207695,51.6,45587,26166,72932,6377,60,33364
"Navajo County, Arizona",109270,37.3,40067,18935,33415,4850,33,29663
"Pima County, Arizona",1027207,38.5,53379,29707,446383,33377,6371,167823
"Pinal County, Arizona",432793,39.3,58174,24959,157798,12045,258,53276
"Santa Cruz County, Arizona",46480,36.7,41259,21480,17163,1424,107,10729
"Yavapai County, Arizona",228067,53.4,52451,30341,88037,5364,57,29085
"Yuma County, Arizona",209468,34.6,45243,21758,75903,8418,3895,39608
"Arkansas County, Arkansas",17914,40.7,46696,26386,7864,486,0,3041
"Ashley County, Arkansas",20270,41.7,44744,23391,7796,446,0,3347
"Baxter County, Arkansas",41427,52.2,42260,26863,16051,773,0,5360
"Benton County, Arkansas",265759,35.4,66362,34442,129785,3224,105,24767
"Boone County, Arkansas",37331,42.3,45374,24727,16174,770,10,5369
"Bradley County, Arkansas",10874,40.6,43184,22945,4091,335,0,2211
"Calhoun County, Arkansas",5192,44.5,46417,23688,2111,97,0,680
"Carroll County, Arkansas",27965,45,46110,25295,12013,457,1,4096
"Chicot County, Arkansas",10615,43.3,34147,20232,3282,359,5,2872
"Clark County, Arkansas",22386,33.7,41620,21337,10575,215,9,4017
"Clay County, Arkansas",14889,42.8,37233,22505,6391,348,0,3106
"Cleburne County, Arkansas",25100,49.4,44483,27227,10314,465,0,3452
"Cleveland County, Arkansas",8128,42.9,46684,24225,3061,178,7,1475
"Columbia County, Arkansas",23776,35.7,36193,21189,8944,1090,0,5482
"Conway County, Arkansas",20858,42.5,42802,25158,8927,642,7,3649
"Craighead County, Arkansas",107345,34.2,47286,26948,49761,3290,92,17130
"Crawford County, Arkansas",62739,38.6,46828,24547,26041,1241,134,10609
"Crittenden County, Arkansas",48672,35.2,40161,23172,20601,1988,0,10655
"Cross County, Arkansas",16824,40.9,46787,25380,7622,494,0,2555
"Dallas County, Arkansas",7279,43.9,38072,20517,2952,102,32,955
"Desha County, Arkansas",11709,40.1,31893,19235,4563,406,0,3363
"Drew County, Arkansas",18417,37.4,46997,25543,7919,319,6,3268
"Faulkner County, Arkansas",123624,32.8,52827,26913,58112,2279,392,19778
"Franklin County, Arkansas",17738,41.2,38923,20480,6681,212,0,4005
"Fulton County, Arkansas",12231,48.4,35405,19697,4077,245,0,2491
"Garland County, Arkansas",98555,45,44777,27171,41221,2392,0,18032
"Grant County, Arkansas",18126,41,55388,28153,7760,315,8,2596
"Greene County, Arkansas",44937,38,47056,23494,18761,1550,2,7246
"Hempstead County, Arkansas",21842,40.4,42860,21521,9218,445,0,4892
"Hot Spring County, Arkansas",33597,41.3,43889,21866,13127,841,12,5658
"Howard County, Arkansas",13311,39.2,36059,24481,5601,410,0,2539
"Independence County, Arkansas",37427,39.3,44319,23733,15902,790,0,6049
"Izard County, Arkansas",13570,47.9,42876,21164,4725,446,4,1906
"Jackson County, Arkansas",17027,39.7,34109,20295,5542,450,0,3489
"Jefferson County, Arkansas",69282,38.7,40726,21472,26139,2626,9,13960
"Johnson County, Arkansas",26372,38.4,38511,21010,10448,413,4,5833
"Lafayette County, Arkansas",6800,47,32397,25876,2511,143,0,1721
"Lawrence County, Arkansas",16549,40.8,39993,21473,6600,513,0,2497
"Lee County, Arkansas",9194,42.5,29681,16968,2790,390,0,1668
"Lincoln County, Arkansas",13455,39,46596,14764,3209,77,0,1667
"Little River County, Arkansas",12347,42.9,45113,25759,4915,544,0,1952
"Logan County, Arkansas",21668,42,41466,21491,9059,600,14,3995
"Lonoke County, Arkansas",72528,36.2,59094,27293,32568,1212,723,8775
"Madison County, Arkansas",16211,42.7,41682,24356,6674,296,17,2798
"Marion County, Arkansas",16476,52.2,36719,21395,5744,291,0,2960
"Miller County, Arkansas",43572,39.5,43371,23729,17792,1341,26,8456
"Mississippi County, Arkansas",42126,36.6,39962,22750,17365,1764,0,10017
"Monroe County, Arkansas",7050,47.3,38468,23538,2978,242,0,1887
"Montgomery County, Arkansas",8950,50.4,35741,22631,3262,268,0,1875
"Nevada County, Arkansas",8351,44.3,38042,19912,3204,197,0,1883
"Newton County, Arkansas",7812,49,38082,19735,2878,105,5,1226
"Ouachita County, Arkansas",23830,43,35425,21562,9487,802,0,5428
"Perry County, Arkansas",10355,43.7,48667,23164,3793,221,0,1830
"Phillips County, Arkansas",18606,38.9,29320,18651,6708,797,0,6362
"Pike County, Arkansas",10756,43.1,40401,23362,4609,226,15,1627
"Poinsett County, Arkansas",23896,40.1,40921,20963,9802,607,13,5000
"Polk County, Arkansas",20094,43.9,37974,23103,7211,740,10,4747
"Pope County, Arkansas",63761,35.3,43462,23391,26754,1823,13,11349
"Prairie County, Arkansas",8189,47.2,42660,25789,3450,262,0,1180
"Pulaski County, Arkansas",392967,37.2,51749,32692,184202,8993,2639,64988
"Randolph County, Arkansas",17695,41.1,37218,23248,6976,317,0,3241
"St. Francis County, Arkansas",25900,38.8,35348,18447,8542,560,46,5585
"Saline County, Arkansas",119415,39.6,64412,30553,57691,2247,98,10815
"Scott County, Arkansas",10376,40.7,36092,18281,3758,332,0,1967
"Searcy County, Arkansas",7908,47.9,36438,20410,3097,122,0,1702
"Sebastian County, Arkansas",127591,37.6,46228,25961,57296,2875,113,23271
"Sevier County, Arkansas",17081,35.3,47704,22320,7338,427,0,3590
"Sharp County, Arkansas",17139,47.6,34671,21423,5957,269,0,3743
"Stone County, Arkansas",12475,50.1,38188,20695,4526,303,13,2449
"Union County, Arkansas",39449,40.3,44663,25193,15590,815,0,7444
"Van Buren County, Arkansas",16642,48,38499,22168,5670,456,0,3041
"Washington County, Arkansas",232289,32,50451,27790,111363,5587,52,36730
"White County, Arkansas",78762,36.9,44029,23702,32213,1957,102,11742
"Woodruff County, Arkansas",6533,45.5,32845,23423,2653,226,0,1596
"Yell County, Arkansas",21464,40.3,43923,22015,9103,395,13,3523
"Alameda County, California",1656754,37.6,99406,47314,862449,41725,1459,161581
"Alpine County, California",1039,52.2,63750,36739,343,49,0,205
"Amador County, California",38429,50.5,62772,31987,13665,1010,63,3451
"Butte County, California",225817,37.1,52537,29506,96095,8462,128,41974
"Calaveras County, California",45514,52,63158,33456,17223,1174,33,5147
"Colusa County, California",21454,35.3,59401,26932,9692,435,14,2774
"Contra Costa County, California",1142251,39.7,99716,48178,559366,31392,625,98595
"Del Norte County, California",27495,39.5,45283,23674,9015,751,8,4760
"El Dorado County, California",188563,45.9,83377,42749,85101,4917,272,15643
"Fresno County, California",984521,32.2,53969,24422,407511,38876,758,218254
"Glenn County, California",27976,36.4,49633,22668,11279,635,11,4818
"Humboldt County, California",135940,38.4,48041,28769,62030,5253,40,26674
"Imperial County, California",180701,32.4,47622,18018,60074,9924,425,41100
"Inyo County, California",17977,45.8,57316,32590,8238,355,0,1635
"Kern County, California",887641,31.6,53350,23326,343445,37459,1997,179980
"Kings County, California",150691,31.8,57848,22373,54408,4496,4366,24725
"Lake County, California",64195,45.6,47040,27362,24304,2327,26,11753
"Lassen County, California",30818,36.6,56352,22134,8611,598,40,2830
"Los Angeles County, California",10081570,36.5,68044,34156,4929863,319435,4396,1480446
"Madera County, California",155433,34.1,57585,22853,58268,5554,91,29273
"Marin County, California",259943,46.8,115246,72466,130747,5039,138,18349
"Mariposa County, California",17420,51.7,48820,28757,7038,634,0,2616
"Mendocino County, California",87224,43.1,51416,29035,37689,3571,89,15251
"Merced County, California",271382,31.1,53672,23011,104983,14137,112,56217
"Modoc County, California",8907,47.8,45507,22843,2957,278,0,1618
"Mono County, California",14310,37.7,62260,34552,8328,291,75,1713
"Monterey County, California",433410,34.4,71015,30073,187708,9696,5339,54393
"Napa County, California",139623,41.3,88596,45195,71141,3331,77,10614
"Nevada County, California",99244,50.5,66096,39233,44059,2133,137,10844
"Orange County, California",3168044,38.1,90234,41514,1592151,77176,1727,340048
"Placer County, California",385512,42,89691,43759,178325,7902,903,29588
"Plumas County, California",18660,52.3,55359,35198,7733,439,0,2224
"Riverside County, California",2411439,35.6,67005,28596,1032734,83356,4355,325279
"Sacramento County, California",1524553,36.2,67151,32751,704151,49129,1057,220713
"San Benito County, California",60376,35.7,86958,33174,29347,2163,45,5061
"San Bernardino County, California",2149031,33.3,63362,25215,914514,75886,11247,333613
"San Diego County, California",3316073,35.8,78980,38073,1588732,101445,74498,374787
"San Francisco County, California",874961,38.2,112449,68883,523501,23040,250,89030
"San Joaquin County, California",742603,34.3,64432,27521,313129,26334,335,105461
"San Luis Obispo County, California",282165,39.2,73518,37233,131679,5530,1815,33261
"San Mateo County, California",767423,39.7,122641,61545,414747,16104,234,51085
"Santa Barbara County, California",444829,33.8,74624,36039,213438,13147,1891,57556
"Santa Clara County, California",1927470,37.1,124055,56248,999094,44635,778,142534
"Santa Cruz County, California",273962,37.8,82234,41312,136406,8264,177,34419
"Shasta County, California",179212,41.5,54667,29720,74134,4280,22,29423
"Sierra County, California",3040,54.8,52148,33747,1268,71,0,291
"Siskiyou County, California",43468,47.8,45241,28615,16538,1269,27,8102
"Solano County, California",441829,38.1,81472,35400,206978,13191,3619,41121
"Sonoma County, California",499772,42.1,81018,42178,256074,11658,881,45418
"Stanislaus County, California",543194,34.1,60704,26258,228175,22800,175,81415
"Sutter County, California",96109,35.7,59050,27371,39045,3531,670,14687
"Tehama County, California",63912,41,44514,24301,24633,2318,45,13930
"Trinity County, California",12700,52.5,40846,26523,4465,432,0,2372
"Tulare County, California",461898,31,49687,21380,178687,18841,294,108512
"Tuolumne County, California",54045,48.4,60108,34702,20993,1156,1,6443
"Ventura County, California",847263,38.1,88131,38595,415752,22340,3569,74645
"Yolo County, California",217352,31,70228,34515,99367,6562,201,39919
"Yuba County, California",76360,32.8,58054,25583,29821,2297,1538,11572
"Adams County, Colorado",504108,33.8,71202,30313,261893,10917,503,54159
"Alamosa County, Colorado",16107,31.8,37515,22131,6934,704,0,3528
"Arapahoe County, Colorado",644560,36.6,77469,40443,347236,14771,1954,51542
"Archuleta County, Colorado",13253,50.9,52221,31629,6088,329,4,1153
"Baca County, Colorado",3561,46,35878,24061,1622,34,8,654
"Bent County, Colorado",5787,40.2,30900,13930,1454,89,0,1177
"Boulder County, Colorado",322510,36.6,83019,46826,175849,7708,66,36358
"Broomfield County, Colorado",67886,37.8,96416,50863,38422,1263,30,3763
"Chaffee County, Colorado",19557,49.2,55771,29827,8364,291,0,1776
"Cheyenne County, Colorado",2026,39.4,53977,29081,849,68,0,203
"Clear Creek County, Colorado",9495,48.1,67060,39203,5265,170,1,725
"Conejos County, Colorado",8128,38.8,36084,20640,3029,354,0,1756
"Costilla County, Colorado",3745,51.9,30965,21732,1394,148,0,1023
"Crowley County, Colorado",5754,35.4,42135,15517,1924,333,20,1339
"Custer County, Colorado",4776,59.7,53119,29258,1725,104,0,601
"Delta County, Colorado",30565,47.3,45269,26499,11012,780,0,5379
"Denver County, Colorado",705576,34.5,68592,43770,402046,15669,517,89203
"Dolores County, Colorado",1857,48.8,45972,26323,792,32,0,246
"Douglas County, Colorado",336041,38.7,119730,53313,182234,5426,544,10275
"Eagle County, Colorado",54681,37,84790,44391,34128,647,87,4354
"Elbert County, Colorado",25717,46.1,99199,44690,13760,283,28,1230
"El Paso County, Colorado",698974,34.2,68779,33728,323140,19962,28715,68548
"Fremont County, Colorado",47321,45.1,49409,22692,14327,833,31,5226
"Garfield County, Colorado",59055,36.5,75937,33393,31575,1469,9,5009
"Gilpin County, Colorado",6018,49,76429,49641,3848,60,0,286
"Grand County, Colorado",15303,42.9,71198,37876,8646,295,0,1440
"Gunnison County, Colorado",16802,34.5,56577,32191,9747,526,0,2154
"Hinsdale County, Colorado",857,56.1,56339,33570,384,19,0,84
"Huerfano County, Colorado",6679,55,38137,25140,2560,82,0,1030
"Jackson County, Colorado",1261,51.6,53300,28199,641,11,0,121
"Jefferson County, Colorado",574798,40.3,82986,44119,316280,11921,252,40118
"Kiowa County, Colorado",1489,42.5,41731,25937,697,20,0,177
"Kit Carson County, Colorado",7447,38.3,49349,27797,3514,131,0,421
"Lake County, Colorado",7751,36.7,50565,29122,4249,182,4,1110
"La Plata County, Colorado",55617,40.4,68685,39493,29339,1243,4,4919
"Larimer County, Colorado",344786,36,71881,37363,182498,8901,219,38822
"Las Animas County, Colorado",14266,45.9,41817,25813,5844,512,3,2474
"Lincoln County, Colorado",5585,38,47258,16753,1499,41,0,515
"Logan County, Colorado",22380,38.2,53318,26727,11271,382,0,2701
"Mesa County, Colorado",151218,39.7,55379,29596,70796,5059,48,21032
"Mineral County, Colorado",824,56.1,62188,33955,418,11,0,113
"Moffat County, Colorado",13127,36.6,57229,29100,6163,282,35,2206
"Montezuma County, Colorado",26031,45.2,49470,26072,11212,603,0,3902
"Montrose County, Colorado",41686,45.2,50489,28078,17659,1182,0,6226
"Morgan County, Colorado",28517,36.2,53682,25064,13632,579,21,3078
"Otero County, Colorado",18282,39.9,38169,21110,7030,557,0,4226
"Ouray County, Colorado",4796,54.1,66417,41160,2329,92,0,344
"Park County, Colorado",17867,50.7,73622,36500,8880,518,0,1293
"Phillips County, Colorado",4290,37.1,51155,26494,1948,28,0,256
"Pitkin County, Colorado",17926,41.8,78935,54875,11937,371,7,1200
"Prowers County, Colorado",12022,38.3,41929,23698,5494,278,0,1866
"Pueblo County, Colorado",165982,39.3,46783,25051,68559,5561,254,30591
"Rio Blanco County, Colorado",6384,36.9,54357,26487,2806,176,0,637
"Rio Grande County, Colorado",11305,42.1,39123,24582,4614,440,0,1894
"Routt County, Colorado",25072,40.2,77443,43769,14464,463,48,2705
"Saguache County, Colorado",6592,49,38571,22511,2748,181,3,1152
"San Juan County, Colorado",589,51.2,54625,34502,344,7,0,31
"San Miguel County, Colorado",8049,41.8,67038,47526,5100,132,0,909
"Sedgwick County, Colorado",2322,44.1,43150,27527,942,71,0,434
"Summit County, Colorado",30649,39.1,79277,41281,19805,648,0,2437
"Teller County, Colorado",24524,50,66592,35703,11875,726,75,1984
"Washington County, Colorado",4868,41.6,50094,27860,2284,57,0,535
"Weld County, Colorado",305345,34.4,74150,31793,152572,6445,168,29866
"Yuma County, Colorado",10003,37.8,52022,27955,4899,194,13,1357
"Fairfield County, Connecticut",943926,40.6,95645,57263,477144,33505,158,82327
"Hartford County, Connecticut",893561,40.4,75148,40540,451120,27985,558,94192
"Litchfield County, Connecticut",182002,47.3,79906,44480,97180,5090,50,12416
"Middlesex County, Connecticut",163053,45.7,85898,46023,88260,4304,231,10944
"New Haven County, Connecticut",857513,40.3,69905,38009,430091,29621,321,97553
"New London County, Connecticut",267390,41.4,73490,39426,132898,8380,7049,24040
"Tolland County, Connecticut",151063,37.7,87069,41371,79361,4079,191,9996
"Windham County, Connecticut",116566,41.2,66550,32732,59582,3492,175,12678
"Kent County, Delaware",176699,37.7,60910,28845,79883,4548,2597,23134
"New Castle County, Delaware",556165,38.4,73892,37532,276420,17432,627,61333
"Sussex County, Delaware",224384,49.6,63162,35491,99317,4501,208,24933
"District of Columbia, District of Columbia",692683,34,86420,56147,376871,27967,3066,107140
"Alachua County, Florida",265443,31.6,49689,28646,126034,6841,146,53601
"Baker County, Florida",28211,37.7,63275,24686,11039,536,26,3017
"Bay County, Florida",182161,39.8,54316,29290,82767,4407,3376,26221
"Bradford County, Florida",27317,39.7,45921,20529,9393,689,42,5202
"Brevard County, Florida",585507,47.3,56775,32176,252483,13830,1433,68456
"Broward County, Florida",1926205,40.4,59547,32909,966496,62255,1035,249553
"Calhoun County, Florida",14362,41.6,38568,19304,4815,301,7,1809
"Charlotte County, Florida",181067,59.1,51499,32144,62286,3892,41,19623
"Citrus County, Florida",145169,56.5,44237,26989,46529,4043,0,22350
"Clay County, Florida",211405,39.7,65740,30483,96866,6325,1666,21432
"Collier County, Florida",371453,50.8,69653,45567,158452,6399,106,41243
"Columbia County, Florida",69968,40.4,46494,24275,26530,2510,43,10261
"DeSoto County, Florida",36903,40.9,35438,18503,13571,679,0,9399
"Dixie County, Florida",16589,46.5,39828,21144,5143,254,0,3158
"Duval County, Florida",936186,36.2,55807,31327,453177,27757,13087,132346
"Escambia County, Florida",313491,37.2,50915,28022,136650,9006,9248,41439
"Flagler County, Florida",109801,51.3,54514,29383,43163,2179,73,13488
"Franklin County, Florida",11811,46.4,46643,26574,4268,280,0,1917
"Gadsden County, Florida",45945,40.8,41401,20734,16813,1285,30,9681
"Gilchrist County, Florida",17953,42.1,43640,21578,6698,346,0,2827
"Glades County, Florida",13516,47.9,40977,21953,3842,525,0,2143
"Gulf County, Florida",15576,44.9,47712,23252,5750,266,37,1690
"Hamilton County, Florida",14326,40.9,38569,16136,3770,498,0,3296
"Hardee County, Florida",27131,35.4,38682,17754,9752,628,0,6105
"Hendry County, Florida",40732,34,40820,19167,17749,1412,0,10159
"Hernando County, Florida",186313,49,48812,25860,68907,4754,40,25902
"Highlands County, Florida",103437,53.5,40942,25752,33555,3523,0,18949
"Hillsborough County, Florida",1422278,37.2,58884,32343,696246,40325,4849,204145
"Holmes County, Florida",19432,42.7,39102,19201,6849,658,48,4004
"Indian River County, Florida",153989,53.5,54740,36516,58626,4078,95,17418
"Jackson County, Florida",47945,41.7,39872,20019,16690,1131,18,7787
"Jefferson County, Florida",14161,48,47240,24510,5107,340,10,1984
"Lafayette County, Florida",8637,37.3,50165,20776,2481,270,26,910
"Lake County, Florida",345867,46.9,54513,28348,141998,8232,166,40961
"Lee County, Florida",737468,48.5,57832,33543,308959,17345,363,95303
"Leon County, Florida",289770,31,53106,30586,146627,11382,257,56797
"Levy County, Florida",40403,46.9,37326,21579,15416,1042,0,8270
"Liberty County, Florida",8345,40.7,38015,17872,2323,198,0,1163
"Madison County, Florida",18460,43.5,37037,19510,6314,310,0,4523
"Manatee County, Florida",384213,48.3,59009,33853,162556,10136,181,44627
"Marion County, Florida",353526,48.7,45371,25839,125900,11418,161,55192
"Martin County, Florida",159065,52.2,61133,42199,65826,3113,370,15367
"Miami-Dade County, Florida",2699428,39.9,51347,28224,1310482,73430,1388,455005
"Monroe County, Florida",75798,47.7,70033,46028,40056,1186,1168,8160
"Nassau County, Florida",83098,45.3,69943,36553,37539,1541,637,8680
"Okaloosa County, Florida",203794,36.9,63412,33019,89111,4982,9923,21567
"Okeechobee County, Florida",41144,41.1,41760,21367,15304,1102,12,7982
"Orange County, Florida",1349746,35.1,58254,30456,688631,37240,615,195467
"Osceola County, Florida",351955,35.9,52279,22196,165008,9295,38,51791
"Palm Beach County, Florida",1465027,44.8,63299,39933,684112,42654,418,175742
"Pasco County, Florida",524602,44.5,52828,29001,218061,13282,635,65753
"Pinellas County, Florida",964666,48.1,54090,35196,453031,25736,1419,116107
"Polk County, Florida",686218,40.2,50584,24864,285305,17944,416,106475
"Putnam County, Florida",73252,45.1,37670,20915,25868,2464,12,16932
"St. Johns County, Florida",244674,43.7,82252,43194,112316,5474,753,19779
"St. Lucie County, Florida",312947,45.1,52322,27121,132350,7941,250,41284
"Santa Rosa County, Florida",174755,39.9,67949,31691,75427,4312,3318,16210
"Sarasota County, Florida",419496,56.1,62236,41081,170059,7810,39,37035
"Seminole County, Florida",461402,39.2,66768,35175,232498,12154,685,48688
"Sumter County, Florida",125044,67.4,57226,35560,25261,979,57,9445
"Suwannee County, Florida",44046,43.3,47839,22808,16778,1071,0,6287
"Taylor County, Florida",21870,42,40306,17391,6426,405,0,3782
"Union County, Florida",15303,39.3,44270,17010,3671,273,27,1988
"Volusia County, Florida",536487,46.6,49494,28517,226928,11610,189,75014
"Wakulla County, Florida",32321,40.6,61410,25733,13623,789,0,3533
"Walton County, Florida",68262,44,58093,34475,30611,1552,231,8772
"Washington County, Florida",24764,41.5,37022,18401,8481,824,15,5291
"Appling County, Georgia",18440,40.3,40304,21300,7174,305,6,4042
"Atkinson County, Georgia",8239,36.4,37197,20338,3256,283,0,2482
"Bacon County, Georgia",11201,36.7,37519,20326,4108,194,0,2486
"Baker County, Georgia",3132,46.1,32917,22525,1092,83,0,717
"Baldwin County, Georgia",45111,35.5,43672,21716,18464,1639,28,9725
"Banks County, Georgia",18708,41.1,47811,21403,7713,401,19,2488
"Barrow County, Georgia",78991,35.7,62345,25266,37291,1962,0,9907
"Bartow County, Georgia",104919,38.1,57423,26493,48127,2391,95,14536
