MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
4.7943,26.0,6.418168709444845,1.0187454938716656,3941.0,2.841384282624369,32.78,-116.97
4.375,35.0,4.864532019704433,0.9458128078817734,882.0,2.1724137931034484,34.18,-118.41
6.5743,10.0,7.07286432160804,1.0829145728643217,1181.0,2.9673366834170856,33.72,-117.77
2.6719,28.0,3.8841567291311754,1.039182282793867,1255.0,2.1379897785349233,37.66,-122.07
5.3625,7.0,5.97071129707113,1.0167364016736402,927.0,3.8786610878661087,32.93,-117.12
4.8047,15.0,4.93351548269581,1.0919854280510017,2593.0,2.3615664845173043,37.53,-122.28
5.9316,20.0,6.5606060606060606,1.0033670033670035,4169.0,3.509259259259259,34.24,-119.04
1.9949,14.0,2.749559082892416,1.1393298059964727,1639.0,2.890652557319224,34.06,-118.31
2.7092,35.0,4.389952153110048,1.0406698564593302,774.0,1.8516746411483254,33.8,-118.12
5.395,34.0,5.45272206303725,0.9828080229226361,928.0,2.659025787965616,33.81,-118.13
8.7471,20.0,7.683087027914614,1.0,1945.0,3.19376026272578,34.25,-118.57
3.0625,37.0,5.275,0.9875,211.0,2.6375,32.8,-117.16
4.1786,42.0,4.611494252873563,0.9540229885057471,1230.0,2.8275862068965516,37.74,-122.54
1.275,19.0,4.2269736842105265,1.3486842105263157,1431.0,2.3536184210526314,32.8,-114.55
0.536,26.0,7.846153846153846,1.3076923076923077,43.0,3.3076923076923075,38.7,-122.52
2.0511,21.0,3.2589285714285716,1.1741071428571428,965.0,4.308035714285714,34.07,-118.44
2.8727,25.0,4.365346534653465,1.007920792079208,4579.0,4.533663366336634,34.23,-118.55
4.5398,20.0,7.005277044854881,1.1398416886543536,1081.0,2.8522427440633247,36.85,-119.69
1.6,43.0,3.324324324324324,0.963963963963964,371.0,3.3423423423423424,37.94,-122.36
4.8906,21.0,5.356902356902357,1.0033670033670035,904.0,3.0437710437710437,33.82,-117.89
7.7307,34.0,6.619528619528619,1.0740740740740742,980.0,3.2996632996632997,34.13,-118.02
4.5625,16.0,5.972685887708649,1.0531107738998482,1935.0,2.936267071320182,32.97,-117.03
7.7112,42.0,5.59375,1.0044642857142858,492.0,2.1964285714285716,34.14,-118.38
2.125,8.0,4.827586206896552,0.9655172413793104,84.0,2.896551724137931,39.71,-121.78
3.6588,45.0,4.93993993993994,1.0405405405405406,2466.0,3.7027027027027026,37.7,-122.47
3.1607,37.0,4.523985239852398,0.940959409594096,1068.0,3.940959409594096,33.98,-118.09
2.0425,35.0,5.556306306306307,1.0563063063063063,1194.0,2.689189189189189,40.19,-122.26
6.0597,29.0,6.176039119804401,0.9486552567237164,1092.0,2.6699266503667483,34.45,-119.74
4.3542,36.0,6.3112033195020745,1.049792531120332,736.0,3.0539419087136928,37.59,-122.5
1.9194,27.0,5.029885057471264,1.1528735632183909,2667.0,3.06551724137931,33.67,-117.33
3.3482,41.0,4.078947368421052,1.0526315789473684,711.0,2.338815789473684,34.03,-118.45
4.8889,18.0,5.860894941634241,1.0330739299610896,3360.0,3.2684824902723735,34.11,-117.6
1.7708,9.0,4.152284263959391,1.0,358.0,1.8172588832487309,39.52,-121.56
3.3859,18.0,4.612844036697248,1.0605504587155963,2205.0,4.045871559633028,37.43,-121.96
6.0531,34.0,7.081967213114754,0.9770491803278688,852.0,2.7934426229508196,33.84,-117.93
3.2813,33.0,5.15268817204301,0.9720430107526882,1391.0,2.9913978494623654,37.96,-121.7
2.4792,26.0,6.1291208791208796,1.1565934065934067,987.0,2.7115384615384617,40.71,-122.95
5.7613,28.0,8.647398843930636,1.6242774566473988,676.0,1.953757225433526,33.84,-116.55
4.1189,42.0,5.83989501312336,0.963254593175853,864.0,2.267716535433071,38.01,-122.12
4.2619,17.0,4.593511450381679,1.0286259541984732,1422.0,2.713740458015267,33.88,-118.07
5.6205,19.0,7.232300884955753,1.0685840707964602,1383.0,3.059734513274336,37.13,-121.67
2.3657,19.0,5.405797101449275,1.041407867494824,1185.0,2.453416149068323,40.09,-122.08
3.3682,40.0,6.045901639344263,1.1147540983606556,719.0,2.357377049180328,37.31,-121.89
2.5625,23.0,3.8995215311004783,0.8660287081339713,1267.0,3.0311004784688995,32.61,-117.06
3.87,26.0,4.151923076923077,1.0057692307692307,1331.0,2.5596153846153844,33.91,-118.35
1.4722,27.0,3.9831460674157304,1.1760299625468165,1970.0,3.689138576779026,34.06,-117.71
2.5288,39.0,4.539130434782609,1.0695652173913044,1200.0,1.7391304347826086,32.74,-117.18
6.617,14.0,7.108481262327416,0.9980276134122288,3097.0,3.054240631163708,33.08,-117.25
4.87,35.0,5.72488038277512,0.9976076555023924,1336.0,3.1961722488038276,34.08,-117.94
1.0918,52.0,2.2533333333333334,1.2026666666666668,1230.0,3.28,32.71,-117.16
1.9238,39.0,3.996941896024465,0.9694189602446484,1862.0,2.8470948012232418,38.13,-121.27
3.5,49.0,4.780793319415449,1.0062630480167014,1201.0,2.5073068893528183,39.44,-123.79
3.0865,52.0,4.893854748603352,0.9497206703910615,426.0,2.3798882681564244,37.74,-121.43
9.0519,21.0,7.432291666666667,1.0104166666666667,1443.0,2.5052083333333335,33.6,-117.84
1.5455,13.0,5.822222222222222,1.4333333333333333,215.0,2.388888888888889,38.94,-122.62
1.6896,21.0,3.527363184079602,1.0912106135986732,1812.0,3.0049751243781095,32.75,-117.11
5.1991,39.0,6.309446254071661,1.0944625407166124,742.0,2.416938110749186,37.73,-122.49
7.732,18.0,7.26171875,0.98046875,747.0,2.91796875,34.15,-117.2
4.2895,4.0,4.004213483146067,1.1207865168539326,1285.0,1.8047752808988764,37.91,-122.35
5.4298,24.0,6.174964438122333,0.918918918918919,1929.0,2.743954480796586,34.24,-119.05
1.6806,49.0,1.972644376899696,0.9574468085106383,987.0,3.0,34.08,-118.29
4.1861,52.0,4.1735537190082646,1.0082644628099173,573.0,2.3677685950413223,33.99,-118.45
3.0509,30.0,5.598130841121495,1.1728971962616823,1019.0,4.761682242990654,33.94,-117.4
3.3005,12.0,5.92018779342723,1.0985915492957747,1970.0,3.082942097026604,40.39,-122.37
1.5625,22.0,4.358638743455497,1.0602094240837696,826.0,2.162303664921466,40.59,-124.14
2.2937,42.0,1.9865470852017937,1.0,582.0,2.609865470852018,34.05,-118.31
3.875,37.0,4.79253112033195,0.9336099585062241,814.0,3.3775933609958506,34.07,-118.17
8.2266,28.0,9.163865546218487,1.1932773109243697,728.0,3.0588235294117645,37.36,-122.08
3.0179,37.0,4.822222222222222,1.0507936507936508,613.0,1.946031746031746,34.19,-118.32
4.6875,28.0,5.99738219895288,0.9712041884816754,1098.0,2.8743455497382198,32.82,-117.16
2.6319,15.0,4.877729257641922,1.056768558951965,551.0,2.406113537117904,39.02,-120.83
8.4721,28.0,9.505154639175258,1.1030927835051547,314.0,3.2371134020618557,33.01,-117.04
2.9422,32.0,4.931608133086876,1.1256931608133087,1512.0,2.7948243992606283,34.1,-118.03
2.6495,27.0,5.363970588235294,1.0661764705882353,1338.0,2.4595588235294117,38.0,-121.3
2.375,48.0,3.6,0.9,485.0,4.409090909090909,34.01,-118.24
2.0089,44.0,4.461240310077519,1.0193798449612403,518.0,2.007751937984496,38.56,-121.48
3.205,7.0,5.609427609427609,1.0695847362514028,2764.0,3.102132435465769,34.48,-117.2
3.8095,28.0,5.874581939799331,1.060200668896321,1658.0,2.7725752508361206,40.72,-124.02
4.4567,27.0,5.626288659793815,0.9381443298969072,1458.0,3.7577319587628866,34.17,-119.19
4.7772,34.0,4.985915492957746,0.9753521126760564,980.0,3.4507042253521125,33.81,-117.96
4.0043,44.0,4.930379746835443,1.0537974683544304,1095.0,3.4651898734177213,33.95,-118.31
4.0804,33.0,5.666666666666667,0.9508771929824561,710.0,2.491228070175439,37.92,-122.3
2.875,43.0,5.391304347826087,1.0724637681159421,801.0,3.869565217391304,37.09,-120.95
1.6838,19.0,4.350746268656716,0.8432835820895522,531.0,3.962686567164179,32.7,-115.4
2.2788,38.0,4.429203539823009,1.008849557522124,597.0,2.6415929203539825,38.67,-121.38
2.0192,18.0,3.3961661341853033,1.0894568690095847,1033.0,3.3003194888178915,36.94,-121.77
4.9516,3.0,7.338559163867115,1.1590145576707727,16305.0,3.043113101903695,38.43,-121.44
2.63,29.0,3.496212121212121,1.003787878787879,2576.0,4.878787878787879,33.97,-118.14
5.1104,30.0,5.280442804428044,1.003690036900369,1387.0,2.559040590405904,37.27,-121.93
7.5349,33.0,7.002890173410405,0.930635838150289,998.0,2.884393063583815,37.89,-122.04
1.3289,38.0,5.2290909090909095,1.1272727272727272,779.0,2.8327272727272725,39.5,-121.54
4.0,36.0,5.101769911504425,0.9911504424778761,639.0,2.827433628318584,33.94,-118.32
6.3434,30.0,6.042959427207637,1.107398568019093,1056.0,2.520286396181384,33.89,-118.39
3.9583,19.0,4.842293906810036,1.0344086021505376,4205.0,3.014336917562724,34.31,-118.42
3.15,52.0,4.765714285714286,1.062857142857143,494.0,2.822857142857143,37.86,-122.27
5.7579,17.0,5.981969486823855,0.9944521497919556,2629.0,3.6463245492371708,37.58,-122.01
2.1135,46.0,5.622920517560074,1.1035120147874307,1206.0,2.229205175600739,40.79,-124.16
5.9265,36.0,6.199546485260771,1.0158730158730158,1308.0,2.9659863945578233,33.83,-118.09
5.0077,35.0,5.346666666666667,1.02,445.0,2.966666666666667,33.93,-118.0
4.5096,36.0,5.627403846153846,1.0805288461538463,2143.0,2.5757211538461537,37.03,-122.08
4.8875,9.0,5.735849056603773,1.0150943396226415,1250.0,4.716981132075472,32.69,-117.06
3.6607,45.0,5.407476635514018,1.0654205607476634,1923.0,3.594392523364486,37.72,-122.39
2.0893,41.0,3.369565217391304,0.9420289855072463,349.0,2.528985507246377,34.06,-117.65
2.3304,26.0,1.8247191011235955,1.1393258426966293,628.0,1.4112359550561797,37.78,-122.42
1.625,48.0,2.31055900621118,1.0848861283643891,1610.0,3.3333333333333335,34.1,-118.33
3.5045,30.0,3.791946308724832,1.0738255033557047,932.0,2.0850111856823266,37.39,-122.07
3.525,20.0,4.429172510518934,0.9593267882187938,2396.0,3.3604488078541372,34.11,-117.91
5.894,47.0,6.0055401662049865,0.9750692520775623,902.0,2.4986149584487536,34.18,-118.1
0.9204,43.0,4.1645569620253164,1.0126582278481013,1253.0,5.286919831223629,38.59,-121.48
2.7652,13.0,4.670020120724346,1.0845070422535212,1066.0,2.1448692152917506,38.62,-121.27
6.4391,34.0,5.32258064516129,0.967741935483871,269.0,2.89247311827957,33.86,-118.32
3.4777,47.0,4.873180873180873,1.0665280665280665,1537.0,3.1954261954261955,34.18,-118.12
5.9196,27.0,8.852216748768473,1.6896551724137931,435.0,2.142857142857143,33.61,-117.91
1.4034,52.0,3.5671641791044775,1.1011608623548923,1146.0,1.900497512437811,38.58,-121.49
3.1513,14.0,5.526096033402923,1.0939457202505218,989.0,2.0647181628392484,34.14,-117.2
4.7813,35.0,4.678861788617886,1.008130081300813,809.0,3.2886178861788617,33.9,-118.1
3.2356,50.0,3.502808988764045,1.026685393258427,958.0,1.345505617977528,37.8,-122.42
9.272,40.0,7.372340425531915,0.950354609929078,720.0,2.5531914893617023,34.04,-118.4
3.2229,15.0,2.953216374269006,1.023391812865497,470.0,1.3742690058479532,33.71,-117.76
2.1667,11.0,5.5285714285714285,1.119047619047619,640.0,3.0476190476190474,33.72,-117.28
3.9722,27.0,4.619271445358402,1.0963572267920094,1877.0,2.2056404230317272,37.55,-122.31
2.9911,36.0,5.123595505617978,1.002808988764045,906.0,2.544943820224719,38.52,-121.48
0.9318,35.0,2.803339517625232,1.1001855287569573,914.0,1.6957328385899815,33.78,-118.19
4.0074,52.0,4.367965367965368,0.935064935064935,614.0,2.658008658008658,33.8,-118.2
2.9917,36.0,4.875555555555556,0.9244444444444444,568.0,2.5244444444444443,37.7,-122.16
1.9375,40.0,4.287846481876333,1.0554371002132197,1528.0,3.257995735607676,34.08,-117.31
2.8793,36.0,4.941558441558442,1.08008658008658,1836.0,3.9740259740259742,33.91,-118.2
3.7562,34.0,5.475218658892128,1.0583090379008746,2237.0,3.260932944606414,37.98,-122.35
4.1,30.0,4.576687116564417,1.0552147239263803,1048.0,6.429447852760736,33.73,-117.9
3.425,28.0,4.841726618705036,1.0467625899280575,1575.0,5.66546762589928,33.75,-117.9
3.0777,17.0,4.341796875,1.0625,2008.0,3.921875,33.89,-118.07
1.5635,17.0,3.4126506024096384,1.0436746987951808,3200.0,4.819277108433735,37.29,-120.48
3.2375,25.0,3.392523364485981,1.280373831775701,411.0,1.9205607476635513,36.14,-121.62
3.0542,27.0,4.756507136859781,1.0755667506297228,3612.0,3.0327455919395465,36.61,-121.83
2.6553,41.0,4.4627831715210355,1.0194174757281553,1249.0,4.042071197411003,34.1,-118.1
3.102,11.0,6.468421052631579,1.2421052631578948,581.0,3.057894736842105,33.69,-117.35
2.7262,12.0,5.665517241379311,1.160919540229885,2621.0,3.0126436781609196,38.48,-121.44
5.2806,47.0,4.485333333333333,1.0106666666666666,837.0,2.232,37.78,-122.46
6.2609,8.0,7.468879668049793,1.020746887966805,1421.0,2.9481327800829877,32.77,-116.9
2.4929,15.0,4.171428571428572,1.0461538461538462,1766.0,3.8813186813186813,33.87,-117.87
3.8583,11.0,5.186653771760155,1.1218568665377175,2783.0,2.6914893617021276,34.24,-118.46
2.1845,36.0,4.8121546961325965,1.1104972375690607,2862.0,15.812154696132596,34.06,-118.17
2.3056,36.0,5.268656716417911,0.9701492537313433,792.0,2.955223880597015,38.14,-122.23
3.5179,29.0,3.4613259668508287,1.0359116022099448,1198.0,3.3093922651933703,33.65,-117.93
4.8375,40.0,6.8625,1.09375,415.0,2.59375,38.64,-121.26
5.8596,37.0,6.7936507936507935,1.1499118165784832,1534.0,2.7054673721340388,37.18,-122.01
2.2917,34.0,4.367857142857143,1.0035714285714286,824.0,2.942857142857143,37.74,-122.17
3.8147,19.0,5.024813895781637,1.0272952853598014,1663.0,4.126550868486352,33.14,-117.2
2.0048,36.0,4.734375,0.99609375,569.0,2.22265625,38.34,-121.5
1.9439,26.0,5.768976897689769,1.141914191419142,891.0,2.9405940594059405,36.02,-119.08
2.0375,48.0,4.944606413994169,1.154518950437318,1481.0,4.317784256559767,37.79,-122.23
6.7082,30.0,6.68,1.020952380952381,1427.0,2.718095238095238,34.16,-118.48
2.7006,17.0,4.499388004895961,1.039779681762546,3331.0,2.0385556915544676,32.79,-117.03
2.3,30.0,5.015444015444015,1.106177606177606,2170.0,4.1891891891891895,34.01,-117.69
1.5898,35.0,4.176678445229682,1.0777385159010602,977.0,3.452296819787986,33.95,-118.3
3.2061,20.0,5.005134788189987,0.9794608472400513,2198.0,2.821566110397946,38.26,-122.02
1.625,34.0,4.473684210526316,1.0833333333333333,795.0,3.486842105263158,35.38,-118.98
2.0655,37.0,4.684210526315789,1.1345029239766082,1553.0,4.54093567251462,33.96,-118.24
3.2656,29.0,5.621621621621622,1.0926640926640927,2188.0,4.223938223938224,34.11,-117.34
2.75,45.0,5.145669291338582,1.1141732283464567,967.0,3.8070866141732282,34.02,-118.14
4.4,31.0,4.665816326530612,1.1683673469387754,719.0,1.8341836734693877,34.01,-118.48
2.2042,33.0,3.492063492063492,1.0828924162257496,1057.0,1.8641975308641976,32.75,-117.24
1.0938,20.0,1.1304347826086956,1.0434782608695652,120.0,1.7391304347826086,37.37,-121.9
3.5208,21.0,5.02112676056338,1.0,476.0,3.352112676056338,33.92,-117.46
2.4695,26.0,4.801687763713081,0.9704641350210971,1455.0,3.069620253164557,39.08,-121.54
1.6232,7.0,4.993464052287582,1.144880174291939,2049.0,2.2320261437908497,34.49,-117.32
9.1373,52.0,7.443478260869565,1.0,1102.0,3.1942028985507247,34.11,-118.13
2.4,25.0,3.2228047182175623,1.0786369593709044,2635.0,3.4534731323722148,34.08,-118.29
3.5221,52.0,4.834008097165992,1.0263157894736843,1078.0,2.182186234817814,37.78,-122.47
3.4643,28.0,4.173469387755102,1.0612244897959184,244.0,2.489795918367347,37.74,-121.13
3.8088,34.0,5.630573248407643,0.964968152866242,888.0,2.828025477707006,36.8,-119.7
7.4947,4.0,7.311042590094431,1.054345731354789,16122.0,3.1069570244748506,33.89,-117.74
3.1864,52.0,4.607038123167156,1.1217008797653958,1728.0,2.533724340175953,34.09,-118.25
7.5552,39.0,5.811965811965812,0.9572649572649573,926.0,2.6381766381766383,33.9,-118.41
1.8238,14.0,4.606635071090047,1.0545023696682465,1830.0,2.1682464454976302,38.95,-121.11
10.7721,24.0,8.893048128342246,1.0641711229946524,578.0,3.090909090909091,32.83,-117.26
3.0757,39.0,4.524663677130045,1.0022421524663676,1221.0,2.7376681614349776,37.8,-122.21
2.9926,9.0,5.599353796445881,1.0872374798061388,2356.0,3.8061389337641356,35.65,-120.64
2.2866,19.0,4.143884892086331,1.0287769784172662,2010.0,3.615107913669065,32.7,-117.03
4.6483,12.0,4.74721941354904,1.122345803842265,2153.0,2.1769464105156726,33.7,-117.9
4.1875,16.0,4.22457627118644,1.0360169491525424,1173.0,2.485169491525424,37.4,-122.11
3.6458,35.0,5.341176470588235,0.9529411764705882,698.0,2.7372549019607844,32.79,-117.13
6.1493,16.0,6.365313653136531,0.982779827798278,2717.0,3.341943419434194,33.62,-117.66
3.0125,37.0,6.0814814814814815,1.1111111111111112,404.0,2.9925925925925925,32.74,-117.03
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24
7.2986,24.0,6.424817518248175,1.018978102189781,1818.0,2.654014598540146,37.31,-122.07
4.0179,42.0,5.13681592039801,1.0049751243781095,1313.0,3.2661691542288556,34.1,-118.05
6.0,25.0,7.760598503740648,1.084788029925187,1098.0,2.7381546134663344,33.78,-118.05
3.1667,22.0,4.437751004016064,0.9678714859437751,971.0,3.8995983935742973,33.85,-117.88
3.8,36.0,5.702702702702703,1.0513513513513513,952.0,2.572972972972973,37.67,-122.11
2.7022,37.0,3.8426229508196723,1.0344262295081967,2195.0,3.598360655737705,34.02,-118.15
5.3428,23.0,6.373737373737374,1.0678210678210678,1865.0,2.6911976911976914,33.7,-117.96
5.5596,52.0,6.380952380952381,1.1468253968253967,630.0,2.5,34.06,-118.37
3.3056,39.0,3.746630727762803,1.105121293800539,1666.0,4.490566037735849,33.94,-118.36
3.5329,31.0,4.5,1.0308370044052864,1524.0,3.356828193832599,33.84,-117.9
6.3735,8.0,5.339130434782609,1.0260869565217392,278.0,2.417391304347826,38.09,-122.19
2.7137,7.0,4.700305810397554,1.2140672782874617,1816.0,2.776758409785933,34.27,-118.77
3.5323,34.0,5.762903225806451,1.0677419354838709,1540.0,2.4838709677419355,38.49,-121.45
2.5787,35.0,4.14662273476112,1.0906095551894563,1883.0,3.102141680395387,34.08,-118.13
2.7917,40.0,4.173333333333333,1.0933333333333333,337.0,2.2466666666666666,36.6,-121.89
2.2201,29.0,4.525252525252525,1.1338383838383839,1650.0,4.166666666666667,32.68,-117.09
3.02,9.0,4.1268115942028984,1.038647342995169,2521.0,3.0446859903381642,32.69,-117.04
3.6181,35.0,5.513833992094861,1.0434782608695652,756.0,2.9881422924901186,37.58,-120.76
9.267,33.0,7.741602067183463,1.028423772609819,1048.0,2.708010335917313,33.75,-118.32
2.9301,33.0,5.472154963680388,1.0653753026634383,966.0,2.3389830508474576,36.79,-119.78
3.8203,43.0,5.8957654723127035,1.1172638436482085,988.0,3.218241042345277,34.2,-118.16
2.0242,36.0,4.967105263157895,1.0328947368421053,625.0,4.1118421052631575,34.06,-117.33
4.5625,35.0,6.0,1.0,706.0,2.824,33.96,-118.13
3.8929,34.0,4.441037735849057,0.9622641509433962,1227.0,2.893867924528302,33.79,-117.86
3.18,28.0,4.27,1.0325,1694.0,2.1175,38.0,-122.54
5.9547,18.0,6.5473251028806585,1.102880658436214,547.0,2.251028806584362,32.95,-117.24
2.4861,15.0,5.467924528301887,1.0452830188679245,649.0,2.449056603773585,36.94,-119.7
10.4286,52.0,7.91970802919708,0.9817518248175182,784.0,2.8613138686131387,37.57,-122.35
3.0625,32.0,3.9303482587064678,0.9900497512437811,1196.0,5.9502487562189055,33.75,-117.92
